time,ch1,ch2,ch3
633.0,1.38,1.57,1.34
635.0,1.38,1.6,1.38
637.0,1.38,1.59,1.4
640.0,1.37,1.57,1.42
641.0,1.38,1.55,1.45
643.0,1.37,1.57,1.5
645.0,1.39,1.55,1.52
647.0,1.4,1.56,1.5
649.0,1.42,1.53,1.49
651.0,1.45,1.54,1.49
653.0,1.46,1.48,1.47
655.0,1.46,1.44,1.45
657.0,1.46,1.44,1.44
659.0,1.48,1.42,1.46
661.0,1.5,1.46,1.48
663.0,1.5,1.48,1.49
665.0,1.48,1.47,1.47
667.0,1.43,1.46,1.46
669.0,1.45,1.46,1.47
671.0,1.42,1.45,1.46
673.0,1.43,1.4,1.46
675.0,1.43,1.38,1.45
677.0,1.43,1.36,1.44
679.0,1.46,1.37,1.45
681.0,1.48,1.4,1.44
684.0,1.5,1.43,1.45
685.0,1.5,1.4,1.44
687.0,1.5,1.4,1.41
689.0,1.49,1.41,1.4
691.0,1.47,1.38,1.39
693.0,1.46,1.43,1.35
695.0,1.49,1.42,1.33
697.0,1.5,1.44,1.34
699.0,1.51,1.45,1.35
701.0,1.5,1.5,1.36
703.0,1.51,1.56,1.37
705.0,1.54,1.64,1.36
707.0,1.53,1.68,1.36
709.0,1.51,1.71,1.36
711.0,1.5,1.7,1.39
713.0,1.46,1.66,1.41
715.0,1.42,1.63,1.4
717.0,1.49,1.63,1.42
719.0,1.5,1.6,1.44
721.0,1.5,1.59,1.45
723.0,1.5,1.6,1.46
726.0,1.5,1.59,1.45
727.0,1.49,1.55,1.43
729.0,1.45,1.51,1.44
731.0,1.43,1.49,1.45
733.0,1.42,1.47,1.45
735.0,1.42,1.43,1.45
737.0,1.43,1.46,1.47
739.0,1.44,1.5,1.47
741.0,1.45,1.51,1.48
743.0,1.47,1.52,1.51
745.0,1.46,1.51,1.48
747.0,1.41,1.47,1.46
749.0,1.38,1.47,1.45
751.0,1.4,1.44,1.45
753.0,1.43,1.46,1.43
755.0,1.42,1.4,1.45
757.0,1.43,1.36,1.48
759.0,1.42,1.36,1.45
761.0,1.43,1.38,1.45
763.0,1.44,1.4,1.45
765.0,1.41,1.4,1.41
768.0,1.39,1.45,1.38
769.0,1.43,1.4,1.36
771.0,1.45,1.39,1.35
773.0,1.38,1.39,1.36
775.0,1.39,1.36,1.38
777.0,1.4,1.39,1.39
779.0,1.44,1.39,1.44
781.0,1.45,1.42,1.44
783.0,1.48,1.4,1.44
785.0,1.48,1.38,1.44
787.0,1.47,1.37,1.45
789.0,1.45,1.35,1.45
791.0,1.43,1.33,1.47
793.0,1.44,1.33,1.47
795.0,1.43,1.37,1.47
797.0,1.42,1.39,1.47
799.0,1.41,1.4,1.46
801.0,1.42,1.42,1.48
803.0,1.43,1.44,1.5
805.0,1.44,1.45,1.46
807.0,1.44,1.39,1.44
809.0,1.42,1.38,1.45
812.0,1.41,1.37,1.46
813.0,1.42,1.37,1.45
815.0,1.43,1.39,1.43
817.0,1.43,1.35,1.45
819.0,1.43,1.32,1.47
821.0,1.43,1.3,1.47
823.0,1.43,1.32,1.45
825.0,1.45,1.32,1.45
827.0,1.47,1.34,1.44
829.0,1.47,1.29,1.43
831.0,1.49,1.24,1.41
833.0,1.47,1.22,1.41
835.0,1.48,1.19,1.42
837.0,1.5,1.22,1.43
839.0,1.45,1.24,1.44
841.0,1.43,1.22,1.46
843.0,1.45,1.23,1.51
845.0,1.44,1.27,1.52
847.0,1.37,1.25,1.53
849.0,1.39,1.25,1.55
851.0,1.37,1.28,1.56
854.0,1.37,1.31,1.55
855.0,1.36,1.35,1.55
857.0,1.37,1.37,1.56
859.0,1.37,1.36,1.58
861.0,1.35,1.35,1.59
863.0,1.35,1.35,1.57
865.0,1.4,1.35,1.58
867.0,1.39,1.34,1.58
869.0,1.41,1.35,1.59
871.0,1.4,1.38,1.56
873.0,1.4,1.4,1.53
875.0,1.38,1.41,1.49
877.0,1.37,1.44,1.49
879.0,1.38,1.44,1.46
881.0,1.4,1.46,1.48
883.0,1.39,1.52,1.52
885.0,1.38,1.5,1.51
887.0,1.37,1.47,1.53
889.0,1.35,1.44,1.53
891.0,1.37,1.43,1.51
893.0,1.4,1.44,1.48
896.0,1.41,1.42,1.48
897.0,1.43,1.4,1.5
899.0,1.42,1.41,1.48
901.0,1.42,1.42,1.47
903.0,1.4,1.41,1.46
905.0,1.41,1.4,1.43
907.0,1.42,1.38,1.42
909.0,1.44,1.4,1.43
911.0,1.44,1.41,1.4
913.0,1.45,1.39,1.38
915.0,1.47,1.4,1.37
917.0,1.47,1.46,1.37
919.0,1.48,1.47,1.37
921.0,1.5,1.5,1.37
923.0,1.49,1.5,1.4
925.0,1.48,1.52,1.4
927.0,1.47,1.51,1.4
929.0,1.45,1.5,1.37
931.0,1.46,1.5,1.37
933.0,1.45,1.47,1.38
935.0,1.45,1.44,1.35
937.0,1.42,1.4,1.36
940.0,1.41,1.37,1.35
941.0,1.41,1.42,1.36
943.0,1.38,1.43,1.35
945.0,1.34,1.43,1.38
947.0,1.3,1.45,1.4
949.0,1.31,1.45,1.4
951.0,1.31,1.5,1.4
953.0,1.33,1.48,1.41
955.0,1.35,1.45,1.41
957.0,1.36,1.48,1.43
959.0,1.38,1.52,1.45
961.0,1.39,1.58,1.46
963.0,1.39,1.6,1.46
965.0,1.38,1.56,1.45
967.0,1.43,1.5,1.45
969.0,1.44,1.44,1.42
971.0,1.43,1.44,1.42
973.0,1.41,1.43,1.41
975.0,1.42,1.46,1.41
977.0,1.43,1.38,1.43
979.0,1.44,1.4,1.45
982.0,1.41,1.44,1.47
983.0,1.41,1.47,1.48
985.0,1.45,1.51,1.48
987.0,1.45,1.54,1.51
989.0,1.45,1.56,1.48
991.0,1.47,1.54,1.45
993.0,1.47,1.55,1.43
995.0,1.46,1.52,1.4
997.0,1.46,1.52,1.38
999.0,1.47,1.52,1.39
1001.0,1.45,1.53,1.41
1003.0,1.43,1.5,1.42
1005.0,1.43,1.52,1.44
1007.0,1.44,1.48,1.45
1009.0,1.43,1.44,1.45
1011.0,1.45,1.45,1.45
1013.0,1.47,1.48,1.41
1015.0,1.46,1.31,1.34
1017.0,1.45,1.19,1.3
1019.0,1.44,1.17,1.31
1021.0,1.45,1.2,1.36
1024.0,1.46,1.24,1.37
1025.0,1.45,1.32,1.38
1027.0,1.42,1.36,1.38
1029.0,1.42,1.44,1.39
1031.0,1.43,1.49,1.38
1033.0,1.45,1.56,1.4
1035.0,1.44,1.56,1.4
1037.0,1.45,1.59,1.39
1039.0,1.46,1.58,1.41
1041.0,1.48,1.56,1.4
1043.0,1.52,1.55,1.39
1045.0,1.55,1.51,1.38
1047.0,1.54,1.45,1.39
1049.0,1.52,1.42,1.39
1051.0,1.5,1.41,1.39
1053.0,1.46,1.43,1.41
1055.0,1.42,1.48,1.42
1057.0,1.48,1.5,1.43
1059.0,1.49,1.49,1.42
1061.0,1.49,1.51,1.45
1063.0,1.5,1.5,1.44
1065.0,1.5,1.52,1.43
1068.0,1.5,1.51,1.44
1069.0,1.51,1.53,1.43
1071.0,1.51,1.5,1.43
1073.0,1.49,1.52,1.41
1075.0,1.48,1.51,1.42
1077.0,1.49,1.52,1.45
1079.0,1.51,1.51,1.46
1081.0,1.55,1.5,1.46
1083.0,1.58,1.53,1.47
1085.0,1.56,1.49,1.48
1087.0,1.55,1.51,1.5
1089.0,1.53,1.54,1.48
1091.0,1.49,1.62,1.47
1093.0,1.52,1.64,1.48
1095.0,1.48,1.65,1.5
1097.0,1.45,1.64,1.5
1099.0,1.45,1.66,1.46
1101.0,1.48,1.71,1.47
1103.0,1.49,1.72,1.46
1105.0,1.46,1.7,1.44
1107.0,1.45,1.67,1.42
1110.0,1.45,1.66,1.42
1111.0,1.44,1.65,1.46
1113.0,1.43,1.64,1.47
1115.0,1.41,1.6,1.45
1117.0,1.41,1.59,1.45
1119.0,1.46,1.56,1.46
1121.0,1.51,1.6,1.48
1123.0,1.48,1.6,1.47
1125.0,1.47,1.6,1.47
1127.0,1.46,1.6,1.49
1129.0,1.47,1.59,1.47
1131.0,1.47,1.58,1.45
1133.0,1.47,1.58,1.45
1135.0,1.49,1.57,1.44
1137.0,1.47,1.52,1.46
1139.0,1.46,1.56,1.45
1141.0,1.44,1.56,1.47
1143.0,1.41,1.49,1.48
1145.0,1.4,1.5,1.48
1147.0,1.41,1.49,1.5
1149.0,1.39,1.5,1.49
1152.0,1.37,1.52,1.48
1153.0,1.38,1.51,1.5
1155.0,1.38,1.45,1.51
1157.0,1.4,1.45,1.52
1159.0,1.38,1.45,1.54
1161.0,1.4,1.41,1.53
1163.0,1.43,1.41,1.51
1165.0,1.43,1.44,1.48
1167.0,1.44,1.42,1.46
1169.0,1.43,1.42,1.45
1171.0,1.43,1.43,1.43
1173.0,1.43,1.44,1.44
1175.0,1.42,1.45,1.44
1177.0,1.42,1.45,1.45
1179.0,1.43,1.46,1.47
1181.0,1.45,1.46,1.47
1183.0,1.46,1.48,1.45
1185.0,1.45,1.51,1.42
1187.0,1.44,1.51,1.4
1189.0,1.44,1.5,1.41
1191.0,1.45,1.46,1.41
1193.0,1.45,1.3,1.4
1196.0,1.46,1.35,1.39
1197.0,1.48,1.4,1.38
1199.0,1.48,1.43,1.41
1201.0,1.47,1.45,1.42
1203.0,1.46,1.48,1.41
1205.0,1.43,1.47,1.4
1207.0,1.44,1.45,1.39
1209.0,1.43,1.45,1.38
1211.0,1.44,1.43,1.37
1213.0,1.43,1.41,1.37
1215.0,1.41,1.42,1.39
1217.0,1.4,1.42,1.41
1219.0,1.43,1.38,1.42
1221.0,1.43,1.43,1.44
1223.0,1.42,1.45,1.43
1225.0,1.39,1.44,1.45
1227.0,1.37,1.24,1.48
1229.0,1.38,0.98,1.47
1231.0,1.37,0.86,1.45
1233.0,1.38,0.84,1.45
1235.0,1.39,0.86,1.45
1238.0,1.37,0.96,1.46
1239.0,1.37,1.04,1.49
1241.0,1.39,1.11,1.52
1243.0,1.39,1.18,1.49
1245.0,1.4,1.26,1.5
1247.0,1.4,1.28,1.49
1249.0,1.38,1.33,1.48
1251.0,1.38,1.37,1.49
1253.0,1.43,1.42,1.48
1255.0,1.44,1.47,1.47
1257.0,1.44,1.51,1.48
1259.0,1.47,1.56,1.49
1261.0,1.5,1.63,1.52
1263.0,1.49,1.65,1.49
1265.0,1.49,1.65,1.47
1267.0,1.55,1.63,1.46
1269.0,1.58,1.63,1.43
1271.0,1.58,1.6,1.39
1273.0,1.56,1.61,1.38
1275.0,1.56,1.59,1.39
1277.0,1.5,1.59,1.44
1280.0,1.45,1.6,1.43
1281.0,1.43,1.61,1.43
1283.0,1.42,1.61,1.42
1285.0,1.42,1.64,1.41
1287.0,1.41,1.65,1.4
1289.0,1.42,1.63,1.41
1291.0,1.41,1.62,1.43
1293.0,1.42,1.59,1.44
1295.0,1.43,1.58,1.42
1297.0,1.43,1.58,1.44
1299.0,1.42,1.56,1.44
1301.0,1.43,1.58,1.46
1303.0,1.43,1.55,1.45
1305.0,1.4,1.57,1.44
1307.0,1.41,1.55,1.42
1309.0,1.44,1.56,1.42
1311.0,1.45,1.58,1.44
1313.0,1.46,1.56,1.44
1315.0,1.45,1.54,1.48
1317.0,1.45,1.56,1.51
1319.0,1.46,1.54,1.52
1321.0,1.44,1.53,1.54
1324.0,1.41,1.56,1.54
1325.0,1.43,1.53,1.53
1327.0,1.45,1.54,1.51
1329.0,1.44,1.57,1.49
1331.0,1.42,1.57,1.47
1333.0,1.37,1.58,1.46
1335.0,1.34,1.55,1.45
1337.0,1.35,1.55,1.46
1339.0,1.39,1.54,1.45
1341.0,1.4,1.56,1.45
1343.0,1.39,1.57,1.46
1345.0,1.41,1.57,1.43
1347.0,1.4,1.53,1.41
1349.0,1.41,1.47,1.42
1351.0,1.42,1.45,1.41
1353.0,1.49,1.44,1.41
1355.0,1.54,1.44,1.4
1357.0,1.56,1.47,1.39
1359.0,1.63,1.44,1.4
1361.0,1.67,1.43,1.4
1363.0,1.64,1.39,1.4
1366.0,1.54,1.38,1.42
1367.0,1.46,1.37,1.42
1369.0,1.43,1.35,1.43
1371.0,1.37,1.35,1.4
1373.0,1.36,1.39,1.38
1375.0,1.33,1.38,1.39
1377.0,1.3,1.36,1.39
1379.0,1.36,1.38,1.42
1381.0,1.42,1.44,1.46
1383.0,1.42,1.45,1.45
1385.0,1.4,1.44,1.41
1387.0,1.43,1.47,1.41
1389.0,1.42,1.48,1.39
1391.0,1.4,1.49,1.35
1393.0,1.39,1.49,1.34
1395.0,1.39,1.5,1.32
1397.0,1.41,1.49,1.3
1399.0,1.42,1.53,1.33
1401.0,1.45,1.51,1.34
1403.0,1.46,1.51,1.34
1405.0,1.44,1.48,1.34
1408.0,1.41,1.45,1.36
1409.0,1.4,1.43,1.35
1411.0,1.41,1.46,1.32
1413.0,1.41,1.44,1.32
1415.0,1.4,1.39,1.35
1417.0,1.41,1.42,1.36
1419.0,1.43,1.43,1.35
1421.0,1.45,1.46,1.38
1423.0,1.45,1.49,1.41
1425.0,1.45,1.49,1.42
1427.0,1.46,1.48,1.4
1429.0,1.46,1.44,1.38
1431.0,1.44,1.43,1.38
1433.0,1.43,1.4,1.37
1435.0,1.44,1.4,1.38
1437.0,1.46,1.36,1.4
1439.0,1.46,1.34,1.37
1441.0,1.46,1.4,1.37
1443.0,1.45,1.39,1.38
1445.0,1.43,1.46,1.39
1447.0,1.46,1.52,1.42
1449.0,1.45,1.55,1.43
1452.0,1.46,1.57,1.42
1453.0,1.46,1.59,1.42
1455.0,1.46,1.61,1.42
1457.0,1.47,1.62,1.4
1459.0,1.49,1.64,1.37
1461.0,1.48,1.67,1.39
1463.0,1.47,1.65,1.39
1465.0,1.44,1.59,1.41
1467.0,1.46,1.54,1.43
1469.0,1.47,1.53,1.44
1471.0,1.46,1.58,1.44
1473.0,1.46,1.58,1.38
1475.0,1.46,1.55,1.37
1477.0,1.45,1.55,1.35
1479.0,1.45,1.55,1.38
1481.0,1.46,1.55,1.39
1483.0,1.47,1.52,1.38
1485.0,1.46,1.54,1.38
1487.0,1.46,1.51,1.43
1489.0,1.46,1.47,1.42
1491.0,1.47,1.45,1.42
1494.0,1.47,1.48,1.42
1495.0,1.45,1.46,1.43
1497.0,1.47,1.41,1.42
1499.0,1.49,1.38,1.44
1501.0,1.48,1.4,1.45
1503.0,1.45,1.39,1.43
1505.0,1.49,1.37,1.45
1507.0,1.48,1.38,1.43
1509.0,1.46,1.38,1.4
1511.0,1.46,1.38,1.4
1513.0,1.44,1.36,1.42
1515.0,1.42,1.38,1.45
1517.0,1.44,1.38,1.45
1519.0,1.47,1.37,1.45
1521.0,1.48,1.4,1.45
1523.0,1.48,1.42,1.44
1525.0,1.49,1.41,1.44
1527.0,1.47,1.37,1.47
1529.0,1.45,1.37,1.47
1531.0,1.44,1.36,1.46
1533.0,1.43,1.36,1.46
1536.0,1.44,1.38,1.45
1537.0,1.44,1.4,1.45
1539.0,1.44,1.42,1.47
1541.0,1.44,1.41,1.48
1543.0,1.45,1.38,1.49
1545.0,1.43,1.4,1.5
1547.0,1.47,1.37,1.51
1549.0,1.49,1.41,1.52
1551.0,1.45,1.41,1.53
1553.0,1.44,1.45,1.53
1555.0,1.42,1.41,1.5
1557.0,1.43,1.39,1.53
1559.0,1.42,1.4,1.55
1561.0,1.39,1.43,1.51
1563.0,1.35,1.47,1.49
1565.0,1.36,1.48,1.49
1567.0,1.37,1.46,1.52
1569.0,1.36,1.46,1.51
1571.0,1.35,1.5,1.5
1573.0,1.35,1.47,1.5
1575.0,1.35,1.43,1.49
1577.0,1.36,1.4,1.48
1580.0,1.36,1.43,1.48
1581.0,1.35,1.46,1.51
