time,ch1,ch2,ch3
577.0,1.43,1.46,1.84
579.0,1.4,1.46,1.78
581.0,1.4,1.46,1.73
583.0,1.4,1.46,1.68
585.0,1.42,1.46,1.65
587.0,1.44,1.46,1.18
589.0,1.43,1.46,1.53
591.0,1.46,1.46,1.53
593.0,1.44,1.46,1.5
595.0,1.45,1.46,1.48
598.0,1.45,1.46,1.46
599.0,1.39,1.46,0.0
601.0,1.35,1.46,0.0
603.0,1.35,1.47,0.0
605.0,1.35,1.47,0.0
607.0,1.37,1.47,0.0
609.0,1.39,1.47,0.0
611.0,1.42,1.47,0.0
613.0,1.45,1.46,0.0
615.0,1.4,1.46,0.0
617.0,1.32,1.46,0.0
619.0,1.4,1.46,0.0
621.0,1.42,1.47,0.0
623.0,1.43,1.47,0.0
625.0,1.42,1.47,0.0
627.0,1.41,1.47,0.0
629.0,1.39,1.47,0.0
631.0,1.44,1.47,0.0
633.0,1.46,1.46,0.0
635.0,1.42,1.46,0.0
637.0,1.47,1.46,0.0
640.0,1.48,1.46,0.0
641.0,1.46,1.46,0.0
643.0,1.46,1.46,0.0
645.0,1.44,1.46,0.0
647.0,1.44,1.46,0.09
649.0,1.47,1.46,0.19
651.0,1.52,1.46,0.29
653.0,1.53,1.46,0.38
655.0,1.51,1.46,0.46
657.0,1.5,1.46,0.55
659.0,1.48,1.46,0.63
661.0,1.47,1.46,0.68
663.0,1.48,1.46,0.75
665.0,1.47,1.46,0.81
667.0,1.37,1.46,0.85
669.0,1.42,1.46,0.9
671.0,1.58,1.46,0.99
673.0,1.59,1.46,1.05
675.0,1.55,1.46,1.07
677.0,1.55,1.45,1.11
679.0,1.54,1.46,1.17
681.0,1.54,1.46,1.23
684.0,1.52,1.46,1.25
685.0,1.5,1.46,1.28
687.0,1.48,1.46,1.31
689.0,1.49,1.46,1.34
691.0,1.48,1.46,1.38
693.0,1.47,1.45,1.41
695.0,1.44,1.45,1.44
697.0,1.43,1.45,1.47
699.0,1.41,1.45,1.49
701.0,1.42,1.45,1.49
703.0,1.41,1.45,1.51
705.0,1.36,1.46,1.51
707.0,1.34,1.46,1.56
709.0,1.45,1.45,1.59
711.0,1.48,1.45,1.6
713.0,1.49,1.45,1.61
715.0,1.47,1.45,1.63
717.0,1.45,1.45,1.63
719.0,1.41,1.45,1.62
721.0,1.35,1.45,1.62
723.0,1.36,1.45,1.65
726.0,1.37,1.45,1.66
727.0,1.4,1.45,1.69
729.0,1.4,1.45,1.69
731.0,1.41,1.45,1.7
733.0,1.43,1.45,1.69
735.0,1.47,1.45,1.67
737.0,1.44,1.45,1.68
739.0,1.45,1.45,1.67
741.0,1.5,1.45,1.66
743.0,1.47,1.45,1.67
745.0,1.46,1.45,1.67
747.0,1.45,1.45,1.66
749.0,1.4,1.45,1.67
751.0,1.45,1.45,1.68
753.0,1.43,1.45,1.67
755.0,1.4,1.45,1.66
757.0,1.4,1.45,1.64
759.0,1.41,1.45,1.6
761.0,1.38,1.45,1.58
763.0,1.33,1.45,1.57
765.0,1.27,1.45,1.58
768.0,1.28,1.46,1.62
769.0,1.31,1.46,1.62
771.0,1.32,1.45,1.61
773.0,1.32,1.45,1.62
775.0,1.32,1.45,1.62
777.0,1.35,1.45,1.61
779.0,1.38,1.45,1.58
781.0,1.34,1.45,1.57
783.0,1.3,1.45,1.56
785.0,1.4,1.46,1.56
787.0,1.39,1.46,1.58
