time,ch1,ch2,ch3,button
1383.0,3.12,1.76,0.54,0
1385.0,3.3,1.78,0.5,0
1386.0,3.3,1.79,0.5,0
1388.0,3.3,1.8,0.46,0
1390.0,3.3,1.79,0.5,0
1392.0,3.3,1.78,0.53,0
1394.0,3.3,1.78,0.57,0
1396.0,3.3,1.79,0.56,0
1398.0,3.3,1.81,0.57,0
1400.0,3.3,1.85,0.55,0
1402.0,3.3,1.89,0.54,0
1404.0,3.3,1.93,0.49,0
1406.0,3.3,1.97,0.47,0
1409.0,3.3,2.01,0.48,0
1411.0,3.3,2.04,0.48,0
1413.0,3.3,2.06,0.5,0
1415.0,3.3,2.09,0.49,0
1417.0,3.3,2.12,0.38,0
1419.0,3.3,2.18,0.29,0
1421.0,3.3,2.23,0.3,0
1423.0,3.3,2.28,0.25,0
1425.0,3.3,2.33,0.05,0
1427.0,3.3,2.38,0.05,0
1428.0,3.3,2.43,0.05,0
1430.0,3.3,2.45,0.05,0
1432.0,3.3,2.46,0.05,0
1434.0,3.3,2.47,0.05,0
1436.0,3.3,2.49,0.05,0
1438.0,3.21,2.51,0.05,0
1440.0,2.77,2.53,0.05,0
1442.0,2.69,2.56,0.05,0
1444.0,2.24,2.59,0.05,0
1446.0,1.51,2.61,0.05,0
1448.0,1.05,2.62,0.05,0
1451.0,0.75,2.62,0.05,0
1453.0,0.73,2.62,0.06,0
1455.0,0.54,2.61,0.06,0
1457.0,0.65,2.6,0.05,0
1459.0,0.75,2.59,0.06,0
1461.0,0.64,2.59,0.06,0
1463.0,0.59,2.58,0.05,0
1465.0,0.38,2.57,0.05,0
1467.0,0.29,2.56,0.05,0
1469.0,0.41,2.55,0.06,0
1470.0,0.53,2.53,0.05,0
1472.0,0.68,2.5,0.06,0
1474.0,0.74,2.48,0.06,0
1476.0,0.92,2.46,0.06,0
1478.0,1.31,2.44,0.05,0
1480.0,1.36,2.42,0.05,0
1482.0,1.54,2.4,0.05,0
1484.0,1.68,2.39,0.05,0
1486.0,1.61,2.38,0.05,0
1488.0,1.86,2.36,0.12,0
1490.0,2.11,2.35,0.19,0
1492.0,2.27,2.33,0.29,0
1495.0,2.15,2.3,0.4,0
1497.0,2.07,2.28,0.34,0
1499.0,2.6,2.27,0.25,0
1501.0,2.73,2.27,0.22,0
1503.0,2.43,2.26,0.08,0
1505.0,2.43,2.25,0.05,0
1507.0,2.47,2.25,0.05,0
1509.0,2.41,2.23,0.05,0
1511.0,2.04,2.19,0.05,0
1513.0,1.56,2.15,0.04,0
1514.0,1.08,2.12,0.05,0
1516.0,0.88,2.09,0.05,0
