time,ch1,ch2,ch3,button
1025.0,1.58,2.0,0.01,0
1027.0,1.66,1.9,0.01,0
1029.0,1.64,1.81,0.01,0
1031.0,1.63,1.72,0.01,0
1033.0,1.64,1.64,0.01,0
1035.0,1.52,1.58,0.0,0
1037.0,1.48,1.52,0.0,0
1039.0,1.55,1.46,0.0,0
1041.0,1.58,1.41,0.0,0
1043.0,1.57,1.36,0.0,0
1045.0,1.51,1.31,0.0,0
1046.0,1.53,1.26,0.0,0
1048.0,1.55,1.22,0.0,0
1050.0,1.57,1.18,0.0,0
1052.0,1.61,1.15,0.0,0
1054.0,1.48,1.13,0.0,0
1056.0,1.41,1.11,0.0,0
1058.0,1.41,1.09,0.0,0
1060.0,1.49,1.07,0.0,0
1062.0,1.55,1.05,0.0,0
1064.0,1.55,1.03,0.0,0
1067.0,1.59,1.01,0.0,0
1069.0,1.63,0.99,0.0,0
1071.0,1.67,0.97,0.0,0
1073.0,1.7,0.96,0.0,0
1075.0,1.67,0.96,0.0,0
1077.0,1.59,0.95,0.0,0
1079.0,1.55,0.95,0.0,0
1081.0,1.56,0.95,0.0,0
1083.0,1.64,0.95,0.0,0
1085.0,1.7,0.94,0.0,0
1087.0,1.63,0.94,0.0,0
1088.0,1.65,0.93,0.0,0
1090.0,1.58,0.93,0.0,0
1092.0,1.52,0.93,0.0,0
1094.0,1.46,0.93,0.0,0
1096.0,1.47,0.94,0.0,0
1098.0,1.48,0.94,0.0,0
1100.0,1.55,0.95,0.0,0
1102.0,1.58,0.95,0.0,0
1104.0,1.54,0.95,0.0,0
1106.0,1.5,0.95,0.0,0
1108.0,1.45,0.95,0.0,0
1111.0,1.36,0.95,0.0,0
1113.0,1.21,0.95,0.0,0
1115.0,1.43,0.96,0.0,0
1117.0,1.48,0.97,0.0,0
1119.0,1.42,0.98,0.0,0
1121.0,1.41,0.99,0.0,0
1123.0,1.45,1.0,0.0,0
1125.0,1.49,1.0,0.0,0
1127.0,1.46,1.0,0.0,0
1129.0,1.47,1.0,0.0,0
1130.0,1.47,1.01,0.0,0
1132.0,1.55,1.01,0.01,0
1134.0,1.68,1.02,0.0,0
1136.0,1.67,1.03,0.0,0
1138.0,1.55,1.05,0.0,0
1140.0,1.47,1.06,0.0,0
1142.0,1.46,1.06,0.0,0
1144.0,1.51,1.07,0.0,0
