time,ch1,ch2,ch3,button
225.0,3.3,3.3,3.3,0
227.0,3.3,0.0,3.3,0
229.0,3.3,0.0,3.3,0
231.0,3.3,0.0,3.3,0
233.0,3.3,0.0,3.3,0
235.0,3.3,3.3,3.3,0
237.0,3.3,3.3,3.3,0
239.0,3.3,3.3,3.3,0
241.0,3.3,3.3,3.3,0
243.0,3.3,3.3,3.3,0
245.0,3.3,3.3,3.3,0
247.0,3.3,3.3,3.3,0
249.0,3.3,3.3,3.3,0
251.0,3.3,3.3,3.3,0
253.0,3.3,3.3,3.3,0
256.0,3.3,3.3,3.3,0
258.0,3.3,3.3,3.3,0
260.0,3.3,3.3,3.3,0
262.0,3.3,3.3,3.3,0
264.0,3.3,3.3,3.3,0
266.0,3.3,3.3,3.3,0
268.0,3.3,3.3,3.3,0
270.0,3.3,3.3,3.3,0
271.0,3.3,3.3,3.3,0
273.0,3.3,3.3,3.3,0
275.0,3.3,3.3,3.3,0
277.0,3.3,3.3,3.3,0
279.0,3.3,3.3,3.3,0
281.0,3.3,3.3,3.3,0
283.0,3.3,3.3,3.3,0
285.0,3.3,3.3,3.3,0
287.0,3.3,3.3,3.3,0
289.0,3.3,3.3,3.3,0
291.0,3.3,3.3,3.3,0
293.0,3.3,3.3,3.3,0
295.0,3.3,3.3,3.3,0
297.0,3.3,3.3,3.3,0
300.0,3.3,3.3,3.3,0
302.0,3.3,3.3,3.3,0
304.0,3.3,3.28,3.3,0
306.0,3.3,3.18,3.3,0
308.0,3.3,3.1,3.3,0
310.0,3.3,3.02,3.3,0
312.0,3.3,2.95,2.88,0
314.0,3.3,2.9,0.76,0
316.0,3.3,2.85,0.0,0
317.0,3.3,2.8,0.0,0
319.0,3.3,2.75,0.0,0
321.0,3.3,2.71,0.0,0
323.0,3.3,2.67,0.0,0
325.0,3.3,2.64,0.0,0
327.0,3.3,2.6,0.0,0
329.0,3.3,2.57,0.0,0
331.0,3.3,2.55,0.0,0
333.0,3.3,2.54,0.0,0
335.0,3.3,2.53,0.0,0
337.0,3.3,2.5,0.0,0
339.0,3.3,2.5,0.0,0
342.0,3.3,2.48,0.0,0
344.0,3.3,2.48,0.0,0
346.0,3.3,2.47,0.0,0
348.0,3.3,2.46,0.0,0
350.0,3.3,2.46,0.0,0
352.0,3.3,2.46,0.0,0
354.0,3.3,2.47,0.0,0
356.0,3.3,2.47,0.0,0
358.0,3.3,2.47,0.0,0
360.0,3.3,2.48,0.0,0
362.0,3.3,2.49,0.0,0
364.0,3.3,2.49,0.0,0
366.0,3.3,2.48,0.02,0
367.0,3.3,2.49,0.29,0
369.0,3.3,2.5,0.58,0
371.0,3.3,2.51,0.86,0
373.0,3.3,2.53,1.13,0
375.0,3.3,2.53,1.36,0
377.0,3.3,2.54,1.59,0
379.0,3.3,2.56,1.79,0
381.0,3.3,2.56,1.98,0
384.0,3.3,2.57,2.15,0
386.0,3.3,2.58,2.31,0
388.0,3.3,2.59,2.46,0
390.0,3.3,2.6,2.61,0
392.0,3.3,2.62,2.74,0
394.0,3.3,2.63,2.86,0
396.0,3.3,2.65,2.97,0
398.0,3.3,2.65,3.07,0
400.0,3.3,2.66,3.16,0
402.0,3.3,2.68,3.25,0
404.0,3.3,2.69,3.3,0
406.0,3.3,2.7,3.3,0
408.0,3.3,2.71,3.3,0
410.0,3.3,2.72,3.3,0
412.0,3.3,2.73,3.3,0
413.0,3.3,2.75,3.3,0
415.0,3.3,2.76,3.3,0
417.0,3.3,2.77,3.3,0
419.0,3.3,2.78,3.3,0
421.0,3.3,2.79,3.3,0
423.0,3.3,2.8,3.3,0
425.0,3.3,2.81,3.3,0
428.0,3.3,2.82,3.3,0
430.0,3.3,2.83,3.3,0
432.0,3.3,2.85,3.3,0
434.0,3.3,2.85,3.3,0
436.0,3.3,2.88,3.3,0
438.0,3.3,2.89,3.3,0
440.0,3.3,2.89,3.3,0
442.0,3.3,2.9,3.3,0
444.0,3.3,2.9,3.3,0
446.0,3.3,2.92,3.3,0
448.0,3.3,2.92,3.3,0
450.0,3.3,2.94,3.3,0
452.0,3.3,2.94,3.3,0
454.0,3.3,2.96,3.3,0
455.0,3.3,2.97,3.3,0
457.0,3.3,2.99,3.3,0
459.0,3.3,2.99,3.3,0
461.0,3.3,2.99,3.3,0
463.0,3.3,3.0,3.3,0
465.0,3.3,3.01,3.3,0
467.0,3.3,3.01,3.3,0
470.0,3.3,3.03,3.3,0
472.0,3.3,3.04,3.3,0
474.0,3.3,3.05,3.3,0
476.0,3.3,3.06,3.3,0
478.0,3.3,3.05,3.3,0
480.0,3.3,3.06,3.3,0
482.0,3.3,3.07,3.3,0
484.0,3.3,3.07,3.3,0
486.0,3.3,3.08,3.3,0
488.0,3.3,3.09,3.3,0
490.0,3.3,3.09,3.3,0
492.0,3.3,3.11,3.3,0
494.0,3.3,3.12,3.3,0
496.0,3.3,3.13,3.3,0
498.0,3.3,3.14,3.3,0
500.0,3.3,3.14,3.3,0
502.0,3.3,3.13,3.3,0
503.0,3.3,3.14,3.3,0
505.0,3.3,3.14,3.3,0
507.0,3.3,3.14,3.3,0
509.0,3.3,3.15,3.3,0
512.0,3.3,3.16,3.3,0
514.0,3.3,3.17,3.3,0
516.0,3.3,3.18,3.3,0
518.0,3.3,3.18,3.3,0
520.0,3.3,3.18,3.3,0
522.0,3.3,3.18,3.3,0
524.0,3.3,3.19,3.3,0
526.0,3.3,3.19,3.3,0
528.0,3.3,3.19,3.3,0
530.0,3.3,3.2,3.3,0
532.0,3.3,3.21,3.3,0
534.0,3.3,3.22,3.3,0
536.0,3.3,3.23,3.3,0
538.0,3.3,3.23,3.3,0
540.0,3.3,3.23,3.3,0
542.0,3.3,3.23,3.3,0
544.0,3.3,3.23,3.3,0
546.0,3.3,3.23,3.3,0
548.0,3.3,3.23,3.3,0
549.0,3.3,3.25,3.3,0
551.0,3.3,3.25,3.3,0
553.0,3.3,3.26,3.3,0
556.0,3.3,3.26,3.3,0
558.0,3.3,3.26,3.3,0
560.0,3.3,3.27,3.3,0
562.0,3.3,3.26,3.3,0
564.0,3.3,3.26,3.3,0
566.0,3.3,3.26,3.3,0
568.0,3.3,3.27,3.3,0
570.0,3.3,3.27,3.3,0
572.0,3.3,3.28,3.3,0
574.0,3.3,3.29,3.3,0
576.0,3.3,3.29,3.3,0
578.0,3.3,3.29,3.3,0
580.0,3.3,3.29,3.3,0
582.0,3.3,3.29,3.3,0
584.0,3.3,3.29,3.3,0
586.0,3.3,3.28,3.3,0
588.0,3.3,3.29,3.3,0
590.0,3.3,3.3,3.3,0
592.0,3.3,3.3,3.3,0
593.0,3.3,3.3,3.3,0
595.0,3.3,3.3,3.3,0
598.0,3.3,3.3,3.3,0
600.0,3.3,3.3,3.3,0
602.0,3.3,3.3,3.3,0
604.0,3.3,3.3,3.3,0
606.0,3.3,3.3,3.3,0
608.0,3.3,3.3,3.3,0
610.0,3.3,3.3,3.3,0
612.0,3.3,3.3,3.3,0
614.0,3.3,3.3,3.3,0
616.0,3.3,3.3,3.3,0
618.0,3.3,3.3,3.3,0
620.0,3.3,3.3,3.3,0
622.0,3.3,3.3,3.3,0
624.0,3.3,3.3,3.3,0
626.0,3.3,3.3,3.3,0
628.0,3.3,3.3,3.3,0
630.0,3.3,3.3,3.3,0
632.0,3.3,3.3,3.3,0
634.0,3.3,3.3,3.3,0
635.0,3.3,3.3,3.3,0
637.0,3.3,3.3,3.3,0
640.0,3.3,3.3,3.3,0
642.0,3.3,3.3,3.3,0
644.0,3.3,3.3,3.3,0
646.0,3.3,3.3,3.3,0
648.0,3.3,3.3,3.3,0
650.0,3.3,3.3,3.3,0
652.0,3.3,3.3,3.3,0
654.0,3.3,3.3,3.3,0
656.0,3.3,3.3,3.3,0
658.0,3.3,3.3,3.3,0
660.0,3.3,3.3,3.3,0
662.0,3.3,3.3,3.3,0
664.0,3.3,3.3,3.3,0
666.0,3.3,3.3,3.3,0
668.0,3.3,3.3,3.3,0
670.0,3.3,3.3,3.3,0
672.0,3.3,3.3,3.3,0
674.0,3.3,3.3,3.3,0
676.0,3.3,3.3,3.3,0
678.0,3.3,3.3,3.3,0
680.0,3.3,3.3,3.3,0
683.0,3.3,3.3,3.3,0
684.0,3.3,3.3,3.3,0
686.0,3.3,3.3,3.3,0
688.0,3.3,3.3,3.3,0
690.0,3.3,3.3,3.3,0
692.0,3.3,3.3,3.3,0
694.0,3.3,3.3,3.3,0
696.0,3.3,3.3,3.3,0
698.0,3.3,3.3,3.3,0
700.0,3.3,3.3,3.3,0
702.0,3.3,3.3,3.3,0
704.0,3.3,3.3,3.3,0
706.0,3.3,3.3,3.3,0
708.0,3.3,3.3,3.3,0
710.0,3.3,3.3,3.3,0
712.0,3.3,3.3,3.3,0
714.0,3.3,3.3,3.3,0
716.0,3.3,3.3,3.3,0
718.0,3.3,3.3,3.3,0
720.0,3.3,3.3,3.3,0
722.0,3.3,3.3,3.3,0
724.0,3.3,3.3,3.3,0
727.0,3.3,3.3,3.3,0
729.0,3.3,3.3,3.3,0
731.0,3.3,3.3,3.3,0
733.0,3.3,3.3,3.3,0
734.0,3.3,3.3,3.3,0
736.0,3.3,3.3,3.3,0
738.0,3.3,3.3,3.3,0
740.0,3.3,3.3,3.3,0
742.0,3.3,3.3,3.3,0
744.0,3.3,3.3,3.3,0
746.0,3.3,3.3,3.3,0
748.0,3.3,3.3,3.3,0
750.0,3.3,3.3,3.3,0
752.0,3.3,3.3,3.3,0
754.0,3.3,3.3,3.3,0
756.0,3.3,3.3,3.3,0
758.0,3.3,3.3,3.3,0
760.0,3.3,3.3,3.3,0
762.0,3.3,3.3,3.3,0
764.0,3.3,3.3,3.3,0
766.0,3.3,3.3,3.3,0
769.0,3.3,3.3,3.3,0
771.0,3.3,3.3,3.3,0
773.0,3.3,3.3,3.3,0
775.0,3.3,3.3,3.3,0
777.0,3.3,3.3,3.3,0
778.0,3.3,3.3,3.3,0
780.0,3.3,3.3,3.3,0
782.0,3.3,3.3,3.3,0
784.0,3.3,3.3,3.3,0
786.0,3.3,3.3,3.3,0
788.0,3.3,3.3,3.3,0
790.0,3.3,3.3,3.3,0
792.0,3.3,3.3,3.3,0
794.0,3.3,3.3,3.3,0
796.0,3.3,3.3,3.3,0
798.0,3.3,3.3,3.3,0
800.0,3.3,3.3,3.3,0
802.0,3.3,3.3,3.3,0
804.0,3.3,3.3,3.3,0
806.0,3.3,3.3,3.3,0
808.0,3.3,3.3,3.3,0
811.0,3.3,3.3,3.3,0
813.0,3.3,3.3,3.3,0
815.0,3.3,3.3,3.3,0
817.0,3.3,3.3,3.3,0
819.0,3.3,3.3,3.3,0
821.0,3.3,3.3,3.3,0
822.0,3.3,3.3,3.3,0
824.0,3.3,3.3,3.3,0
826.0,3.3,3.3,3.3,0
828.0,3.3,3.3,3.3,0
830.0,3.3,3.3,3.3,0
832.0,3.3,3.3,3.3,0
834.0,3.3,3.3,3.3,0
836.0,3.3,3.3,3.3,0
838.0,3.3,3.3,3.3,0
840.0,3.3,3.3,3.3,0
842.0,3.3,3.3,3.3,0
844.0,3.3,3.3,3.3,0
846.0,3.3,3.3,3.3,0
848.0,3.3,3.3,3.3,0
850.0,3.3,3.3,3.3,0
852.0,3.3,3.3,3.3,0
855.0,3.3,3.3,3.3,0
857.0,3.3,3.3,3.3,0
859.0,3.3,3.3,3.3,0
861.0,3.3,3.3,3.3,0
863.0,3.3,3.3,3.3,0
865.0,3.3,3.3,3.3,0
867.0,3.3,3.3,3.3,0
869.0,3.3,3.3,3.3,0
870.0,3.3,3.3,3.3,0
872.0,3.3,3.3,3.3,0
874.0,3.3,3.3,3.3,0
876.0,3.3,3.3,3.3,0
878.0,3.3,3.3,3.3,0
880.0,3.3,3.3,3.3,0
882.0,3.3,3.3,3.3,0
884.0,3.3,3.3,3.3,0
886.0,3.3,3.3,3.3,0
888.0,3.3,3.3,3.3,0
890.0,3.3,3.3,3.3,0
892.0,3.3,3.3,3.3,0
894.0,3.3,3.3,3.3,0
897.0,3.3,3.3,3.3,0
899.0,3.3,3.3,3.3,0
901.0,3.3,3.3,3.3,0
903.0,3.3,3.3,3.3,0
905.0,3.3,3.3,3.3,0
907.0,3.3,3.3,3.3,0
909.0,3.3,3.3,3.3,0
911.0,3.3,3.3,3.3,0
913.0,3.3,3.3,3.3,0
915.0,3.3,3.3,3.3,0
916.0,3.3,3.3,3.3,0
918.0,3.3,3.3,3.3,0
920.0,3.3,3.3,3.3,0
922.0,3.3,3.3,3.3,0
924.0,3.3,3.3,3.3,0
926.0,3.3,3.3,3.3,0
928.0,3.3,3.3,3.3,0
930.0,3.3,3.3,3.3,0
932.0,3.3,3.3,3.3,0
934.0,3.3,3.3,3.3,0
936.0,3.3,3.3,3.3,0
939.0,3.3,3.3,3.3,0
941.0,3.3,3.3,3.3,0
943.0,3.3,3.3,3.3,0
945.0,3.3,3.3,3.3,0
947.0,3.3,3.3,3.3,0
949.0,3.3,3.3,3.3,0
951.0,3.3,3.3,3.3,0
953.0,3.3,3.3,3.3,0
955.0,3.3,3.3,3.3,0
957.0,3.3,3.3,3.3,0
959.0,3.3,3.3,3.3,0
960.0,3.3,3.3,3.3,0
962.0,3.3,3.3,3.3,0
964.0,3.3,3.3,3.3,0
966.0,3.3,3.3,3.3,0
968.0,3.3,3.3,3.3,0
970.0,3.3,3.3,3.3,0
972.0,3.3,3.3,3.3,0
974.0,3.3,3.3,3.3,0
976.0,3.3,3.3,3.3,0
978.0,3.3,3.3,3.3,0
980.0,3.3,3.3,3.3,0
983.0,3.3,3.3,3.3,0
985.0,3.3,3.3,3.3,0
987.0,3.3,3.3,3.3,0
989.0,3.3,3.3,3.3,0
991.0,3.3,3.3,3.3,0
993.0,3.3,3.3,3.3,0
995.0,3.3,3.3,3.3,0
997.0,3.3,3.3,3.3,0
999.0,3.3,3.3,3.3,0
1001.0,3.3,3.3,3.3,0
1003.0,3.3,3.3,3.3,0
1005.0,3.3,3.3,3.3,0
1006.0,3.3,3.3,3.3,0
1008.0,3.3,3.3,3.3,0
1010.0,3.3,3.3,3.3,0
1012.0,3.3,3.3,3.3,0
1014.0,3.3,3.3,3.3,0
1016.0,3.3,3.3,3.3,0
1018.0,3.3,3.3,3.3,0
1020.0,3.3,3.3,3.3,0
1022.0,3.3,3.3,3.3,0
1025.0,3.3,3.3,3.3,0
1027.0,3.3,3.3,3.3,0
1029.0,3.3,3.3,3.3,0
1031.0,3.3,3.3,3.3,0
1033.0,3.3,3.3,3.3,0
1035.0,3.3,3.3,3.3,0
1037.0,3.3,3.3,3.3,0
1039.0,3.3,3.3,3.3,0
1041.0,3.3,3.3,3.3,0
1043.0,3.3,3.3,3.3,0
1045.0,3.3,3.3,3.3,0
1047.0,3.3,3.3,3.3,0
1048.0,3.3,3.3,3.3,0
1050.0,3.3,3.3,3.3,0
1052.0,3.3,3.3,3.3,0
1054.0,3.3,3.3,3.3,0
1056.0,3.3,3.3,3.3,0
1058.0,3.3,3.3,3.3,0
1060.0,3.3,3.3,3.3,0
1062.0,3.3,3.3,3.3,0
1064.0,3.3,3.3,3.3,0
1067.0,3.3,3.3,3.3,0
1069.0,3.3,3.3,3.3,0
1071.0,3.3,3.3,3.3,0
1073.0,3.3,3.3,3.3,0
1075.0,3.3,3.3,3.3,0
1077.0,3.3,3.3,3.3,0
1079.0,3.3,3.3,3.3,0
1081.0,3.3,3.3,3.3,0
1083.0,3.3,3.3,3.3,0
1085.0,3.3,3.3,3.3,0
1087.0,3.3,3.3,3.3,0
1089.0,3.3,3.3,3.3,0
1091.0,3.3,3.3,3.3,0
1092.0,3.3,3.3,3.3,0
1094.0,3.3,3.3,3.3,0
1096.0,3.3,3.3,3.3,0
1098.0,3.3,3.3,3.3,0
1100.0,3.3,3.3,3.3,0
1102.0,3.3,3.3,3.3,0
1104.0,3.3,3.3,3.3,0
1106.0,3.3,3.3,3.3,0
1108.0,3.3,3.3,3.3,0
1111.0,3.3,3.3,3.3,0
1113.0,3.3,3.3,3.3,0
1115.0,3.3,3.3,3.3,0
1117.0,3.3,3.3,3.3,0
1119.0,3.3,3.3,3.3,0
1121.0,3.3,3.3,3.3,0
1123.0,3.3,3.3,3.3,0
1125.0,3.3,3.3,3.3,0
1127.0,3.3,3.3,3.3,0
1129.0,3.3,3.3,3.3,0
1131.0,3.3,3.3,3.3,0
1133.0,3.3,3.3,3.3,0
1134.0,3.3,3.3,3.3,0
1136.0,3.3,3.3,3.3,0
1138.0,3.3,3.3,3.3,0
1140.0,3.3,3.3,3.3,0
1142.0,3.3,3.3,3.3,0
1144.0,3.3,3.3,3.3,0
1146.0,3.3,3.3,3.3,0
1148.0,3.3,3.3,3.3,0
1150.0,3.3,3.3,3.3,0
1153.0,3.3,3.3,3.3,0
1155.0,3.3,3.3,3.3,0
1157.0,3.3,3.3,3.3,0
1159.0,3.3,3.3,3.3,0
1161.0,3.3,3.3,3.3,0
1163.0,3.3,3.3,3.3,0
1165.0,3.3,3.3,3.3,0
1167.0,3.3,3.3,3.3,0
1169.0,3.3,3.3,3.3,0
1171.0,3.3,3.3,3.3,0
1173.0,3.3,3.3,3.3,0
1175.0,3.3,3.3,3.3,0
1176.0,3.3,3.3,3.3,0
1178.0,3.3,3.3,3.3,0
1180.0,3.3,3.3,3.3,0
1182.0,3.3,3.3,3.3,0
1184.0,3.3,3.3,3.3,0
1186.0,3.3,3.3,3.3,0
1188.0,3.3,3.3,3.3,0
1190.0,3.3,3.3,3.3,0
1192.0,3.3,3.3,3.3,0
1195.0,3.3,3.3,3.3,0
1197.0,3.3,3.3,3.3,0
1199.0,3.3,3.3,3.3,0
1201.0,3.3,3.3,3.3,0
1203.0,3.3,3.3,3.3,0
1205.0,3.3,3.3,3.3,0
1207.0,3.3,3.3,3.3,0
1209.0,3.3,3.3,3.3,0
1211.0,3.3,3.3,3.3,0
1213.0,3.3,3.3,3.3,0
1215.0,3.3,3.3,3.3,0
1217.0,3.3,3.3,3.3,0
1219.0,3.3,3.3,3.3,0
1220.0,3.3,3.3,3.3,0
1222.0,3.3,3.3,3.3,0
1224.0,3.3,3.3,3.3,0
1226.0,3.3,3.3,3.3,0
1228.0,3.3,3.3,3.3,0
1230.0,3.3,3.3,3.3,0
1232.0,3.3,3.3,3.3,0
1234.0,3.3,3.3,3.3,0
1236.0,3.3,3.3,3.3,0
1239.0,3.3,3.3,3.3,0
1241.0,3.3,3.3,3.3,0
1243.0,3.3,3.3,3.3,0
1245.0,3.3,3.3,3.3,0
1247.0,3.3,3.3,3.3,0
1249.0,3.3,3.3,3.3,0
1251.0,3.3,3.3,3.3,0
1253.0,3.3,3.3,3.3,0
1255.0,3.3,3.3,3.3,0
1257.0,3.3,3.3,3.3,0
1259.0,3.3,3.3,3.3,0
1261.0,3.3,3.3,3.3,0
1262.0,3.3,3.3,3.3,0
1264.0,3.3,3.3,3.3,0
1266.0,3.3,3.3,3.3,0
1268.0,3.3,3.3,3.3,0
1270.0,3.3,3.3,3.3,0
1272.0,3.3,3.3,3.3,0
1274.0,3.3,3.3,3.3,0
1276.0,3.3,3.3,3.3,0
1278.0,3.3,3.3,3.3,0
1281.0,3.3,3.3,3.3,0
1283.0,3.3,3.3,3.3,0
1285.0,3.3,3.3,3.3,0
1287.0,3.3,3.3,3.3,0
1289.0,3.3,3.3,3.3,0
1291.0,3.3,3.3,3.3,0
1293.0,3.3,3.3,3.3,0
1295.0,3.3,3.3,3.3,0
1297.0,3.3,3.3,3.3,0
1299.0,3.3,3.3,3.3,0
1301.0,3.3,3.3,3.3,0
1303.0,3.3,3.3,3.3,0
1304.0,3.3,3.3,3.3,0
1306.0,3.3,3.3,3.3,0
1308.0,3.3,3.3,3.3,0
1310.0,3.3,0.0,3.3,0
1312.0,3.3,3.09,3.3,0
1314.0,3.3,3.3,3.3,0
1316.0,3.3,3.3,3.3,0
1318.0,3.3,3.3,3.3,0
1320.0,3.3,0.0,3.3,0
1323.0,3.3,0.0,3.3,0
1325.0,3.3,0.0,3.3,0
1327.0,3.3,0.0,3.3,0
1329.0,3.3,0.0,3.3,0
1331.0,3.3,0.0,3.3,0
1333.0,3.3,0.0,3.3,0
1335.0,3.3,0.0,3.3,0
1337.0,3.3,0.0,3.3,0
1339.0,3.3,0.0,3.3,0
1341.0,3.3,0.0,3.3,0
1343.0,3.3,0.0,3.3,0
1345.0,3.3,0.0,3.3,0
1347.0,3.3,0.0,3.3,0
1348.0,3.3,0.0,3.3,0
1350.0,3.3,0.0,3.3,0
1352.0,3.3,0.0,3.3,0
1354.0,3.3,0.0,3.3,0
1356.0,3.3,0.0,3.3,0
1358.0,3.3,0.0,3.3,0
1360.0,3.3,0.0,3.3,0
1362.0,3.3,0.0,3.3,0
1364.0,3.3,0.0,3.3,0
1367.0,3.3,0.0,3.3,0
1369.0,3.3,0.0,3.3,0
1371.0,3.3,0.0,3.3,0
1373.0,3.3,0.0,3.3,0
1375.0,3.3,0.0,3.3,0
1377.0,3.3,0.0,3.3,0
1379.0,3.3,0.0,3.3,0
1381.0,3.3,0.0,3.3,0
1383.0,3.3,0.0,3.3,0
1385.0,3.3,0.0,3.3,0
1387.0,3.3,0.0,3.3,0
1389.0,3.3,0.0,3.3,0
1390.0,3.3,0.0,3.3,0
1392.0,3.3,0.0,3.3,0
1394.0,3.3,0.0,3.3,0
1396.0,3.3,0.0,3.3,0
1398.0,3.3,0.0,3.3,0
1400.0,3.3,0.0,3.3,0
1402.0,3.3,0.0,3.3,0
1404.0,3.3,0.0,3.3,0
1406.0,3.3,0.0,3.3,0
1409.0,3.3,0.0,3.3,0
1411.0,3.3,0.0,3.3,0
1413.0,3.3,0.0,3.3,0
1415.0,3.3,0.0,3.3,0
1417.0,3.3,0.0,3.3,0
1419.0,3.3,0.0,3.3,0
1421.0,3.3,0.0,3.3,0
1423.0,3.3,0.0,3.3,0
1425.0,3.3,0.0,3.3,0
1427.0,3.3,0.0,3.3,0
1429.0,3.3,0.0,3.3,0
1431.0,3.3,0.0,3.3,0
1432.0,3.3,0.0,3.3,0
1434.0,3.3,0.0,3.3,0
1436.0,3.3,0.0,3.3,0
1438.0,3.3,0.0,3.3,0
1440.0,3.3,0.0,3.3,0
1442.0,3.3,0.0,3.3,0
1444.0,3.3,0.0,3.3,0
1446.0,3.3,0.0,3.3,0
1448.0,3.3,0.0,3.3,0
1451.0,3.3,0.0,3.3,0
1453.0,3.3,0.0,3.3,0
1455.0,3.3,0.0,3.3,0
1457.0,3.3,0.0,3.3,0
1459.0,3.3,0.0,3.3,0
1461.0,3.3,0.0,3.3,0
1463.0,3.3,0.0,3.3,0
1465.0,3.3,0.0,3.3,0
1467.0,3.3,0.0,3.3,0
1469.0,3.3,0.0,3.3,0
1471.0,3.3,0.0,3.3,0
1473.0,3.3,0.0,3.3,0
1475.0,3.3,0.0,3.3,0
1476.0,3.3,0.0,3.3,0
1478.0,3.3,0.0,3.3,0
1480.0,3.3,0.0,3.3,0
1482.0,3.3,0.0,3.3,0
1484.0,3.3,0.0,3.3,0
1486.0,3.3,0.0,3.3,0
1488.0,3.3,0.0,3.3,0
1490.0,3.3,0.0,3.3,0
1492.0,3.3,0.0,3.3,0
1495.0,3.3,0.0,3.3,0
1497.0,3.3,0.0,3.3,0
1499.0,3.3,0.0,3.3,0
1501.0,3.3,0.0,3.3,0
1503.0,3.3,0.0,3.3,0
1505.0,3.3,0.0,3.3,0
1507.0,3.3,0.0,3.3,0
1509.0,3.3,0.0,3.3,0
1511.0,3.3,0.0,3.3,0
1513.0,3.3,0.0,3.3,0
1515.0,3.3,0.0,3.3,0
1517.0,3.3,0.0,3.3,0
1518.0,3.3,0.0,3.3,0
1520.0,3.3,0.0,3.3,0
1522.0,3.3,0.0,3.3,0
