time,ch1,ch2
11005.15,1.62,1.36
11008.15,1.58,1.29
11010.15,1.6,1.24
11012.15,1.55,1.26
11014.15,1.52,1.26
11016.15,1.47,1.21
11018.15,1.42,1.34
11020.15,1.45,1.29
11022.15,1.51,1.09
11024.15,1.56,1.01
11026.15,1.57,0.92
11028.15,1.57,1.06
11030.15,1.56,0.94
11032.15,1.58,0.86
11033.15,1.54,1.01
11035.15,1.46,1.03
11037.15,1.39,1.15
11039.15,1.4,1.2
11041.15,1.43,1.16
11043.15,1.47,1.01
11045.15,1.52,1.19
11047.15,1.5,1.37
11050.15,1.47,1.33
11052.15,1.47,1.63
11054.15,1.45,1.91
11056.15,1.39,1.73
11058.15,1.31,1.65
11060.15,1.36,1.71
11062.15,1.42,1.74
11064.15,1.45,1.72
11066.15,1.45,1.63
11068.15,1.42,1.36
11070.15,1.46,1.56
11072.15,1.49,1.55
11074.15,1.43,1.53
11075.15,1.36,1.62
11077.15,1.27,1.65
11079.15,1.3,1.82
11081.15,1.33,1.85
11083.15,1.43,2.09
11085.15,1.44,2.23
11087.15,1.38,2.14
11089.15,1.36,2.22
11091.15,1.34,2.34
11094.15,1.35,2.3
11096.15,1.27,1.82
11098.15,1.26,1.57
11100.15,1.31,1.55
11102.15,1.36,1.54
11104.15,1.41,1.63
11106.15,1.41,1.63
11108.15,1.41,1.31
11110.15,1.44,1.29
11112.15,1.44,1.58
11114.15,1.42,1.41
11116.15,1.38,1.13
11118.15,1.3,0.92
11119.15,1.28,1.15
11121.15,1.32,1.38
11123.15,1.41,1.32
11125.15,1.46,0.85
11127.15,1.43,0.58
11129.15,1.47,0.86
11131.15,1.54,1.06
11133.15,1.48,1.08
11136.15,1.41,1.06
11138.15,1.39,0.95
11140.15,1.44,1.03
11142.15,1.49,0.95
11144.15,1.54,0.75
11146.15,1.56,0.45
11148.15,1.54,0.0
11150.15,1.53,0.0
11152.15,1.54,0.0
11154.15,1.5,0.0
11156.15,1.47,0.03
11158.15,1.39,0.07
11160.15,1.4,0.02
11161.15,1.48,0.1
11163.15,1.53,0.0
11165.15,1.55,0.15
11167.15,1.53,0.39
11169.15,1.53,0.36
11171.15,1.49,0.66
11173.15,1.43,0.67
11175.15,1.37,0.41
11178.15,1.32,0.27
11180.15,1.35,0.0
11182.15,1.45,0.0
11184.15,1.52,0.0
11186.15,1.55,0.0
11188.15,1.56,0.0
11190.15,1.58,0.0
11192.15,1.54,0.0
11194.15,1.5,0.0
11196.15,1.47,0.0
11198.15,1.44,0.0
11200.15,1.5,0.0
11202.15,1.54,0.0
11203.15,1.6,0.0
11205.15,1.63,0.69
11207.15,1.6,0.87
11209.15,1.65,1.35
11211.15,1.6,1.94
11213.15,1.55,2.58
11215.15,1.45,3.3
11217.15,1.43,3.3
11219.15,1.44,3.3
11222.15,1.51,3.3
11224.15,1.61,3.3
11226.15,1.65,3.3
11228.15,1.68,3.3
11230.15,1.67,3.3
11232.15,1.64,3.3
11234.15,1.59,3.3
11236.15,1.5,3.3
11238.15,1.44,3.3
11240.15,1.45,3.3
11242.15,1.5,3.3
11244.15,1.55,3.3
11246.15,1.62,3.3
11247.15,1.61,3.3
11249.15,1.6,3.3
11251.15,1.55,3.3
11253.15,1.5,3.3
11255.15,1.4,3.3
11257.15,1.32,3.3
11259.15,1.35,3.3
11261.15,1.35,3.3
11264.15,1.4,3.3
11266.15,1.46,3.3
11268.15,1.46,3.3
11270.15,1.45,3.3
11272.15,1.46,3.3
11274.15,1.4,3.3
11276.15,1.35,3.3
11278.15,1.33,3.3
11280.15,1.31,3.3
11282.15,1.39,3.3
11284.15,1.46,3.3
11286.15,1.5,3.3
11288.15,1.53,3.3
11289.15,1.58,3.3
11291.15,1.49,3.3
11293.15,1.44,3.3
11295.15,1.38,3.3
11297.15,1.33,3.3
11299.15,1.32,3.3
11301.15,1.4,3.3
11303.15,1.5,3.3
11306.15,1.52,3.3
11308.15,1.5,3.3
11310.15,1.49,3.3
11312.15,1.48,3.3
11314.15,1.49,3.3
11316.15,1.44,3.3
11318.15,1.38,3.3
11320.15,1.41,3.3
11322.15,1.46,3.3
11324.15,1.54,2.84
11326.15,1.56,2.53
11328.15,1.55,2.03
11330.15,1.52,1.05
11331.15,1.49,0.64
11333.15,1.46,0.0
11335.15,1.38,0.0
11337.15,1.35,0.0
11339.15,1.36,0.15
11341.15,1.43,1.0
11343.15,1.5,1.52
11345.15,1.54,1.41
11347.15,1.54,0.97
11350.15,1.56,0.95
11352.15,1.56,1.27
11354.15,1.52,0.98
11356.15,1.46,0.62
11358.15,1.42,0.06
11360.15,1.44,0.05
11362.15,1.56,0.28
11364.15,1.56,0.17
11366.15,1.6,0.35
11368.15,1.6,0.0
11370.15,1.57,0.0
11372.15,1.49,0.0
11374.15,1.46,0.13
11375.15,1.39,0.45
11377.15,1.35,0.58
11379.15,1.38,0.69
11381.15,1.45,1.1
11383.15,1.52,1.37
11385.15,1.53,0.79
11387.15,1.49,0.75
11389.15,1.46,0.73
11392.15,1.38,0.51
11394.15,1.32,0.4
11396.15,1.23,0.55
11398.15,1.19,0.46
11400.15,1.2,0.47
11402.15,1.25,0.99
11404.15,1.34,1.19
11406.15,1.37,0.98
11408.15,1.37,0.86
11410.15,1.38,0.4
11412.15,1.33,0.08
11414.15,1.3,0.0
11416.15,1.24,0.0
11417.15,1.24,0.0
11419.15,1.25,0.39
11421.15,1.33,0.84
11423.15,1.39,0.92
11425.15,1.46,1.12
11427.15,1.5,1.05
11429.15,1.49,0.87
11431.15,1.47,1.02
11434.15,1.45,0.96
11436.15,1.34,0.61
11438.15,1.34,0.0
11440.15,1.4,0.0
11442.15,1.44,0.0
11444.15,1.49,0.0
11446.15,1.53,0.0
11448.15,1.53,0.0
11450.15,1.55,0.0
11452.15,1.5,0.0
11454.15,1.49,0.0
11456.15,1.44,0.0
11458.15,1.41,0.0
11459.15,1.47,0.0
11461.15,1.46,0.0
11463.15,1.47,0.0
11465.15,1.54,0.0
11467.15,1.57,0.0
11469.15,1.58,0.0
11471.15,1.54,0.0
11473.15,1.47,0.38
11475.15,1.34,0.45
11478.15,1.31,0.54
11480.15,1.31,0.67
11482.15,1.31,0.88
11484.15,1.36,1.03
11486.15,1.34,1.25
11488.15,1.34,1.3
11490.15,1.35,1.35
11492.15,1.35,1.16
11494.15,1.33,1.08
11496.15,1.23,1.14
11498.15,1.18,0.81
11500.15,1.17,0.5
11502.15,1.21,0.81
11503.15,1.29,1.16
11505.15,1.33,1.01
11507.15,1.35,1.22
11509.15,1.35,1.18
11511.15,1.31,0.84
11513.15,1.25,0.56
11515.15,1.11,0.53
11517.15,1.08,0.87
11520.15,1.12,1.06
11522.15,1.25,1.29
11524.15,1.31,1.35
11526.15,1.37,1.05
11528.15,1.38,0.73
11530.15,1.4,0.81
11532.15,1.44,0.95
11534.15,1.37,0.65
11536.15,1.27,0.32
11538.15,1.25,0.0
11540.15,1.28,0.0
11542.15,1.35,0.0
11544.15,1.45,0.0
11545.15,1.45,0.0
11547.15,1.48,0.0
11549.15,1.48,0.0
11551.15,1.41,0.0
11553.15,1.39,0.0
11555.15,1.33,0.0
11557.15,1.33,0.0
11559.15,1.35,0.0
11562.15,1.42,0.0
11564.15,1.44,0.0
11566.15,1.46,0.0
11568.15,1.48,0.0
11570.15,1.47,0.0
11572.15,1.44,0.0
11574.15,1.4,0.0
11576.15,1.29,0.0
11578.15,1.3,0.0
11580.15,1.33,0.0
11582.15,1.45,0.0
11584.15,1.5,0.0
11586.15,1.54,0.0
11587.15,1.58,0.0
11589.15,1.6,0.09
11591.15,1.56,0.0
11593.15,1.55,0.0
11595.15,1.44,0.0
11597.15,1.42,0.01
11599.15,1.46,0.29
11601.15,1.61,0.47
11603.15,1.69,0.62
11606.15,1.68,0.86
11608.15,1.65,1.15
11610.15,1.62,1.03
11612.15,1.55,1.15
11614.15,1.5,1.45
11616.15,1.41,1.7
11618.15,1.4,2.14
11620.15,1.4,2.38
11622.15,1.44,2.51
11624.15,1.55,2.88
11626.15,1.58,2.78
11628.15,1.63,2.58
11630.15,1.59,2.45
11631.15,1.49,2.35
11633.15,1.46,2.54
11635.15,1.41,2.57
11637.15,1.42,2.46
11639.15,1.42,2.56
11641.15,1.45,2.65
11643.15,1.49,2.54
11645.15,1.51,2.2
11648.15,1.54,2.02
11650.15,1.52,1.75
11652.15,1.52,1.68
11654.15,1.49,1.61
11656.15,1.39,1.41
11658.15,1.4,1.14
11660.15,1.43,1.09
11662.15,1.53,0.91
11664.15,1.59,1.06
11666.15,1.62,1.25
11668.15,1.64,1.23
11670.15,1.64,1.42
11672.15,1.59,1.21
11673.15,1.53,0.87
11675.15,1.43,0.73
11677.15,1.44,0.58
11679.15,1.45,0.49
11681.15,1.54,0.64
11683.15,1.54,0.65
11685.15,1.55,0.55
11687.15,1.55,0.47
11690.15,1.55,0.52
11692.15,1.52,0.61
11694.15,1.5,0.73
11696.15,1.41,0.86
11698.15,1.35,0.83
11700.15,1.35,0.7
11702.15,1.43,0.76
11704.15,1.44,0.68
11706.15,1.49,0.51
11708.15,1.55,0.42
11710.15,1.55,0.52
11712.15,1.49,0.94
11714.15,1.47,1.25
11715.15,1.37,1.16
11717.15,1.35,1.12
11719.15,1.37,1.06
11721.15,1.43,1.11
11723.15,1.48,1.1
11725.15,1.51,0.93
11727.15,1.51,0.81
11729.15,1.47,0.92
11731.15,1.45,1.0
11734.15,1.41,1.05
11736.15,1.33,1.13
11738.15,1.35,1.52
11740.15,1.39,2.11
11742.15,1.42,2.36
11744.15,1.5,2.4
11746.15,1.52,2.71
11748.15,1.58,2.75
11750.15,1.54,2.2
11752.15,1.5,1.63
11754.15,1.5,1.48
11756.15,1.38,1.46
11758.15,1.35,1.34
11759.15,1.41,1.37
11761.15,1.45,1.46
11763.15,1.53,1.49
11765.15,1.56,1.37
11767.15,1.56,1.53
11769.15,1.49,1.62
11771.15,1.47,1.68
11773.15,1.36,1.62
11776.15,1.27,1.48
11778.15,1.23,1.43
11780.15,1.31,1.45
11782.15,1.39,1.31
11784.15,1.47,1.16
11786.15,1.49,1.13
11788.15,1.49,1.18
11790.15,1.49,1.3
11792.15,1.48,1.36
11794.15,1.46,1.48
11796.15,1.35,1.79
11798.15,1.34,1.78
11800.15,1.34,1.65
11801.15,1.43,1.73
11803.15,1.5,1.72
11805.15,1.5,1.56
11807.15,1.53,1.64
11809.15,1.54,1.61
11811.15,1.51,1.59
11813.15,1.5,1.69
11815.15,1.36,1.7
11818.15,1.35,1.87
11820.15,1.37,1.88
11822.15,1.44,1.73
11824.15,1.52,1.6
11826.15,1.5,1.32
11828.15,1.51,1.07
11830.15,1.55,0.97
11832.15,1.5,1.04
11834.15,1.44,1.04
11836.15,1.33,1.13
11838.15,1.33,1.18
11840.15,1.3,1.24
11842.15,1.38,1.45
11843.15,1.45,1.52
11845.15,1.47,1.48
11847.15,1.47,1.49
11849.15,1.49,1.42
11851.15,1.4,1.55
11853.15,1.35,1.8
11855.15,1.27,2.02
11857.15,1.3,2.19
11859.15,1.31,2.15
11862.15,1.4,2.27
11864.15,1.47,2.37
11866.15,1.46,2.2
11868.15,1.51,2.04
11870.15,1.54,2.23
11872.15,1.49,2.32
11874.15,1.45,2.33
11876.15,1.38,2.43
11878.15,1.34,2.59
11880.15,1.38,2.72
11882.15,1.49,2.8
11884.15,1.53,2.82
11886.15,1.55,2.7
11887.15,1.52,2.61
11889.15,1.54,2.55
11891.15,1.46,2.39
11893.15,1.42,2.26
11895.15,1.33,2.13
11897.15,1.34,1.97
11899.15,1.36,1.89
11901.15,1.46,1.63
11904.15,1.59,1.57
11906.15,1.61,1.55
11908.15,1.61,1.44
11910.15,1.59,1.34
11912.15,1.58,1.2
11914.15,1.55,1.16
11916.15,1.41,1.0
11918.15,1.37,1.11
11920.15,1.33,1.18
11922.15,1.42,1.2
11924.15,1.54,1.08
11926.15,1.56,0.83
11928.15,1.58,0.83
11929.15,1.6,0.9
11931.15,1.53,0.9
11933.15,1.46,0.88
11935.15,1.41,0.92
11937.15,1.42,0.98
11939.15,1.46,0.97
11941.15,1.52,1.05
11943.15,1.56,1.23
11946.15,1.57,1.34
11948.15,1.62,1.39
11950.15,1.57,1.38
11952.15,1.54,1.44
11954.15,1.51,1.57
11956.15,1.41,1.71
11958.15,1.41,1.81
11960.15,1.46,1.91
11962.15,1.47,1.97
11964.15,1.55,2.09
11966.15,1.56,1.93
11968.15,1.64,1.99
11970.15,1.58,2.08
11971.15,1.5,1.94
11973.15,1.51,1.71
11975.15,1.39,1.74
11977.15,1.36,2.02
11979.15,1.4,2.26
11981.15,1.45,2.38
11983.15,1.5,2.45
11985.15,1.51,2.46
11987.15,1.53,2.55
11990.15,1.46,2.46
11992.15,1.45,2.57
11994.15,1.42,2.45
11996.15,1.33,2.31
11998.15,1.31,2.48
12000.15,1.33,2.42
12002.15,1.45,2.33
12004.15,1.49,2.2
12006.15,1.49,2.13
12008.15,1.51,2.1
12010.15,1.49,1.98
12012.15,1.51,2.06
12014.15,1.44,2.17
12015.15,1.35,2.18
12017.15,1.37,2.27
12019.15,1.36,2.11
12021.15,1.45,1.98
12023.15,1.55,1.82
12025.15,1.57,1.7
12027.15,1.57,1.74
12029.15,1.56,1.77
12032.15,1.53,1.81
12034.15,1.43,1.67
12036.15,1.34,1.44
12038.15,1.34,1.48
12040.15,1.35,1.54
12042.15,1.45,1.5
12044.15,1.55,1.37
12046.15,1.55,1.11
12048.15,1.52,1.13
12050.15,1.52,1.14
12052.15,1.51,1.19
12054.15,1.46,0.95
12056.15,1.36,0.96
12057.15,1.4,1.11
12059.15,1.38,1.14
12061.15,1.47,1.19
12063.15,1.57,1.14
12065.15,1.55,0.96
12067.15,1.57,0.88
12069.15,1.54,0.94
12071.15,1.48,1.19
12074.15,1.43,1.15
12076.15,1.35,0.95
12078.15,1.4,1.1
12080.15,1.41,1.1
12082.15,1.49,0.96
12084.15,1.55,1.1
12086.15,1.52,1.15
12088.15,1.51,1.15
12090.15,1.5,1.24
12092.15,1.45,1.26
12094.15,1.42,1.28
12096.15,1.33,1.18
12098.15,1.28,1.0
12099.15,1.32,0.94
12101.15,1.41,0.99
12103.15,1.51,1.2
12105.15,1.49,1.07
12107.15,1.5,0.91
12109.15,1.52,1.05
12111.15,1.51,1.06
12113.15,1.49,1.12
12115.15,1.37,1.04
12118.15,1.37,0.89
12120.15,1.34,0.65
12122.15,1.44,0.61
12124.15,1.55,0.79
12126.15,1.53,1.09
12128.15,1.54,1.14
12130.15,1.5,1.09
12132.15,1.47,1.16
12134.15,1.45,1.01
12136.15,1.35,0.6
12138.15,1.34,0.52
12140.15,1.37,0.65
12142.15,1.35,0.68
12143.15,1.38,0.83
12145.15,1.36,0.78
12147.15,1.4,0.67
12149.15,1.4,1.12
12151.15,1.37,1.31
12153.15,1.34,1.3
12155.15,1.25,1.09
12157.15,1.27,0.82
12160.15,1.3,0.61
12162.15,1.41,0.98
12164.15,1.43,0.95
12166.15,1.41,0.81
12168.15,1.45,0.61
12170.15,1.43,0.63
12172.15,1.42,0.91
12174.15,1.38,0.63
12176.15,1.28,0.57
12178.15,1.31,0.85
12180.15,1.34,1.23
12182.15,1.38,1.28
12184.15,1.46,1.22
12185.15,1.47,1.02
12187.15,1.48,1.29
12189.15,1.46,1.42
12191.15,1.44,1.4
12193.15,1.39,1.52
12195.15,1.32,1.67
12197.15,1.35,1.94
12199.15,1.38,2.0
12202.15,1.46,2.04
12204.15,1.51,2.04
12206.15,1.49,1.97
12208.15,1.51,2.04
12210.15,1.48,2.31
12212.15,1.45,2.21
12214.15,1.4,2.14
12216.15,1.3,1.92
12218.15,1.32,1.56
12220.15,1.37,1.53
12222.15,1.41,1.58
12224.15,1.49,1.96
12226.15,1.51,1.86
12227.15,1.53,1.59
12229.15,1.51,1.49
12231.15,1.51,1.26
12233.15,1.46,1.41
12235.15,1.4,1.41
12237.15,1.39,1.68
12239.15,1.42,1.73
12241.15,1.47,1.43
12243.15,1.52,1.07
12246.15,1.54,0.8
12248.15,1.55,0.95
12250.15,1.54,0.88
12252.15,1.49,1.15
12254.15,1.48,1.68
12256.15,1.35,1.47
12258.15,1.35,0.92
12260.15,1.43,0.67
12262.15,1.51,0.23
12264.15,1.57,0.11
12266.15,1.55,0.11
12268.15,1.57,0.35
12270.15,1.56,0.41
12271.15,1.48,0.49
12273.15,1.41,0.75
12275.15,1.32,0.68
12277.15,1.31,0.42
12279.15,1.35,0.49
12281.15,1.47,0.77
12283.15,1.54,0.79
12285.15,1.53,0.81
12288.15,1.62,0.83
12290.15,1.63,0.99
12292.15,1.6,0.6
12294.15,1.53,0.54
12296.15,1.45,0.64
12298.15,1.45,0.83
12300.15,1.48,1.0
12302.15,1.53,1.14
12304.15,1.61,1.65
12306.15,1.6,1.63
12308.15,1.62,1.56
12310.15,1.62,1.56
12312.15,1.64,1.55
12313.15,1.63,1.26
12315.15,1.53,1.21
12317.15,1.54,1.39
12319.15,1.53,1.68
12321.15,1.58,1.95
12323.15,1.6,2.22
12325.15,1.62,2.32
12327.15,1.63,2.32
12330.15,1.59,1.83
12332.15,1.5,1.58
12334.15,1.48,1.33
12336.15,1.38,1.22
12338.15,1.39,1.47
12340.15,1.52,1.64
12342.15,1.63,1.43
12344.15,1.68,1.09
12346.15,1.66,0.6
12348.15,1.65,0.62
12350.15,1.6,0.75
12352.15,1.51,0.76
12354.15,1.49,0.73
12355.15,1.35,0.56
12357.15,1.34,0.31
12359.15,1.34,0.06
12361.15,1.39,0.22
12363.15,1.42,0.55
12365.15,1.42,0.72
12367.15,1.44,1.34
12369.15,1.46,1.67
12371.15,1.38,1.88
12374.15,1.34,2.11
12376.15,1.25,1.83
12378.15,1.27,1.71
12380.15,1.32,1.38
12382.15,1.39,1.37
12384.15,1.45,1.92
12386.15,1.44,1.97
12388.15,1.44,1.81
12390.15,1.39,1.52
12392.15,1.34,1.4
12394.15,1.33,1.03
12396.15,1.25,0.89
12398.15,1.31,1.03
12399.15,1.31,0.99
12401.15,1.43,0.6
12403.15,1.51,0.25
12405.15,1.51,0.0
12407.15,1.55,0.0
12409.15,1.49,0.12
12411.15,1.38,0.12
12413.15,1.37,0.22
12416.15,1.28,0.12
12418.15,1.32,0.39
12420.15,1.35,0.65
12422.15,1.44,0.48
12424.15,1.53,0.39
12426.15,1.53,0.56
12428.15,1.55,0.94
12430.15,1.56,1.18
12432.15,1.51,1.11
12434.15,1.45,1.25
12436.15,1.35,1.25
12438.15,1.34,1.12
12440.15,1.41,1.41
12441.15,1.48,1.39
12443.15,1.54,1.32
12445.15,1.53,1.35
12447.15,1.55,1.27
12449.15,1.52,1.04
12451.15,1.49,0.55
12453.15,1.43,0.3
12455.15,1.29,0.31
12458.15,1.28,0.43
12460.15,1.32,0.69
12462.15,1.39,0.63
12464.15,1.48,0.89
12466.15,1.45,1.4
12468.15,1.48,1.61
12470.15,1.43,1.24
12472.15,1.44,0.99
12474.15,1.39,0.98
12476.15,1.34,1.1
12478.15,1.4,1.28
12480.15,1.49,1.51
12482.15,1.54,1.77
12483.15,1.6,1.99
12485.15,1.56,2.01
12487.15,1.57,2.0
12489.15,1.56,2.11
12491.15,1.49,2.11
12493.15,1.44,2.05
12495.15,1.34,2.01
12497.15,1.38,2.23
12499.15,1.42,2.42
12502.15,1.45,2.5
12504.15,1.52,2.66
12506.15,1.53,2.46
12508.15,1.52,2.32
12510.15,1.53,2.15
12512.15,1.49,1.86
12514.15,1.44,1.71
12516.15,1.34,1.59
12518.15,1.37,1.49
12520.15,1.39,1.56
12522.15,1.39,1.61
12524.15,1.48,1.78
12526.15,1.46,1.53
12527.15,1.47,1.64
12529.15,1.47,1.67
12531.15,1.45,1.5
12533.15,1.44,1.45
12535.15,1.33,1.45
12537.15,1.32,1.68
12539.15,1.33,1.98
12541.15,1.38,2.1
12544.15,1.44,2.11
12546.15,1.43,2.02
12548.15,1.47,1.92
12550.15,1.49,1.93
12552.15,1.48,1.94
12554.15,1.41,2.07
12556.15,1.28,2.15
12558.15,1.31,2.2
12560.15,1.36,2.25
12562.15,1.42,2.3
12564.15,1.46,2.61
12566.15,1.45,2.8
12568.15,1.46,2.96
12569.15,1.46,2.84
12571.15,1.42,2.9
12573.15,1.36,3.06
12575.15,1.26,3.3
12577.15,1.28,3.3
12579.15,1.29,3.3
12581.15,1.36,3.25
12583.15,1.42,3.04
12586.15,1.39,2.98
12588.15,1.41,3.22
12590.15,1.38,3.04
12592.15,1.3,2.93
12594.15,1.19,2.66
12596.15,1.09,2.48
12598.15,1.12,2.59
12600.15,1.12,2.58
12602.15,1.11,2.43
12604.15,1.17,2.37
12606.15,1.18,2.26
12608.15,1.2,2.16
12610.15,1.21,2.16
12611.15,1.17,2.31
12613.15,1.08,2.22
12615.15,1.04,2.0
12617.15,1.1,1.98
12619.15,1.16,1.92
12621.15,1.3,1.91
12623.15,1.35,1.88
12625.15,1.31,1.85
12627.15,1.37,2.19
12630.15,1.38,2.23
12632.15,1.31,2.06
12634.15,1.29,2.08
12636.15,1.22,2.06
12638.15,1.27,2.16
12640.15,1.35,2.16
12642.15,1.45,2.24
12644.15,1.52,2.35
12646.15,1.54,2.24
12648.15,1.54,2.25
12650.15,1.5,2.32
12652.15,1.46,2.55
12654.15,1.42,2.54
12655.15,1.3,2.39
12657.15,1.31,2.4
12659.15,1.4,2.52
12661.15,1.43,2.38
12663.15,1.5,2.46
12665.15,1.53,2.47
12667.15,1.57,2.21
12669.15,1.54,2.04
12672.15,1.5,2.02
12674.15,1.44,2.05
12676.15,1.37,1.99
12678.15,1.43,1.99
12680.15,1.47,2.06
12682.15,1.51,2.04
12684.15,1.54,1.85
12686.15,1.55,1.74
12688.15,1.54,1.75
12690.15,1.54,1.67
12692.15,1.54,1.66
12694.15,1.51,1.67
12696.15,1.44,1.4
12697.15,1.49,1.38
12699.15,1.54,1.45
12701.15,1.62,1.41
12703.15,1.66,1.38
12705.15,1.67,1.42
12707.15,1.72,1.5
12709.15,1.68,1.4
12711.15,1.68,1.33
12714.15,1.56,1.29
12716.15,1.48,1.2
12718.15,1.48,1.11
12720.15,1.5,1.08
12722.15,1.58,0.96
12724.15,1.64,0.84
12726.15,1.64,0.81
12728.15,1.64,0.9
12730.15,1.65,1.05
12732.15,1.62,1.04
12734.15,1.56,0.93
12736.15,1.42,0.96
12738.15,1.41,1.07
12739.15,1.43,0.98
12741.15,1.51,0.89
12743.15,1.58,0.94
12745.15,1.57,0.9
12747.15,1.56,0.95
12749.15,1.55,0.94
12751.15,1.48,0.84
12753.15,1.44,0.83
12755.15,1.35,0.9
12758.15,1.39,0.95
12760.15,1.43,1.1
12762.15,1.47,1.29
12764.15,1.5,1.23
12766.15,1.49,1.06
12768.15,1.5,1.05
12770.15,1.51,1.26
12772.15,1.46,1.22
12774.15,1.36,1.07
12776.15,1.3,0.99
12778.15,1.34,1.09
12780.15,1.38,1.25
12782.15,1.46,1.38
12783.15,1.55,1.44
12785.15,1.52,1.41
12787.15,1.5,1.34
12789.15,1.48,1.3
12791.15,1.45,1.37
12793.15,1.4,1.34
12795.15,1.32,1.27
12797.15,1.35,1.31
12800.15,1.42,1.25
12802.15,1.53,1.35
12804.15,1.6,1.48
12806.15,1.58,1.58
12808.15,1.62,1.55
12810.15,1.58,1.45
12812.15,1.54,1.5
12814.15,1.48,1.43
12816.15,1.4,1.47
12818.15,1.43,1.7
12820.15,1.45,1.75
12822.15,1.51,1.75
12824.15,1.56,1.83
12825.15,1.52,1.68
12827.15,1.55,1.66
12829.15,1.51,1.66
12831.15,1.47,1.63
12833.15,1.41,1.56
12835.15,1.3,1.52
12837.15,1.32,1.48
12839.15,1.37,1.44
12842.15,1.46,1.46
12844.15,1.52,1.45
12846.15,1.49,1.25
12848.15,1.47,1.29
12850.15,1.44,1.26
12852.15,1.41,1.2
12854.15,1.38,1.35
12856.15,1.28,1.33
12858.15,1.33,1.37
12860.15,1.41,1.37
12862.15,1.5,1.31
12864.15,1.52,1.26
12866.15,1.52,1.21
12867.15,1.56,1.27
12869.15,1.53,1.35
12871.15,1.5,1.34
12873.15,1.47,1.27
12875.15,1.42,1.16
12877.15,1.46,1.11
12879.15,1.54,1.08
12881.15,1.61,0.99
12883.15,1.64,0.95
12886.15,1.63,0.96
12888.15,1.62,1.13
12890.15,1.57,1.12
12892.15,1.5,1.0
12894.15,1.48,0.99
12896.15,1.44,1.02
12898.15,1.49,1.16
12900.15,1.56,1.28
12902.15,1.62,1.22
12904.15,1.66,1.21
12906.15,1.65,1.23
12908.15,1.64,1.35
12910.15,1.62,1.33
12911.15,1.6,1.32
12913.15,1.49,1.43
12915.15,1.36,1.45
12917.15,1.4,1.5
12919.15,1.47,1.52
12921.15,1.51,1.43
12923.15,1.59,1.4
12925.15,1.56,1.43
12928.15,1.54,1.34
12930.15,1.53,1.36
12932.15,1.5,1.43
12934.15,1.41,1.4
12936.15,1.34,1.41
12938.15,1.37,1.45
12940.15,1.41,1.47
12942.15,1.48,1.65
12944.15,1.55,1.69
12946.15,1.48,1.57
12948.15,1.53,1.61
12950.15,1.49,1.55
12952.15,1.46,1.62
12953.15,1.4,1.63
12955.15,1.33,1.61
12957.15,1.39,1.66
12959.15,1.4,1.66
12961.15,1.44,1.64
12963.15,1.49,1.56
12965.15,1.44,1.47
12967.15,1.45,1.57
12970.15,1.44,1.67
12972.15,1.39,1.62
12974.15,1.32,1.52
12976.15,1.28,1.44
12978.15,1.32,1.59
12980.15,1.38,1.67
12982.15,1.48,1.69
12984.15,1.55,1.58
12986.15,1.5,1.51
12988.15,1.51,1.5
12990.15,1.51,1.5
12992.15,1.51,1.62
12994.15,1.43,1.47
12995.15,1.36,1.37
12997.15,1.37,1.46
12999.15,1.41,1.51
13001.15,1.48,1.45
13003.15,1.54,1.32
13005.15,1.53,1.18
13007.15,1.55,1.26
13009.15,1.53,1.35
13011.15,1.45,1.36
13014.15,1.38,1.36
13016.15,1.34,1.38
13018.15,1.35,1.51
13020.15,1.38,1.48
13022.15,1.46,1.45
13024.15,1.52,1.27
13026.15,1.5,1.31
13028.15,1.54,1.35
13030.15,1.51,1.28
13032.15,1.46,1.29
13034.15,1.43,1.28
13036.15,1.36,1.32
13038.15,1.4,1.4
13039.15,1.43,1.45
13041.15,1.51,1.45
13043.15,1.57,1.48
13045.15,1.58,1.59
13047.15,1.59,1.51
13049.15,1.54,1.71
13051.15,1.52,1.91
13053.15,1.49,1.92
13056.15,1.37,2.11
13058.15,1.36,2.11
13060.15,1.37,2.03
13062.15,1.45,1.99
13064.15,1.47,1.87
13066.15,1.46,1.75
13068.15,1.44,1.84
13070.15,1.44,1.72
13072.15,1.38,1.59
13074.15,1.36,1.66
13076.15,1.32,1.77
13078.15,1.36,1.68
13080.15,1.42,1.51
13081.15,1.44,1.43
13083.15,1.46,1.54
13085.15,1.46,1.54
13087.15,1.46,1.52
13089.15,1.4,1.59
13091.15,1.35,1.62
13093.15,1.33,1.51
13095.15,1.27,1.34
13098.15,1.3,1.46
13100.15,1.38,1.44
13102.15,1.45,1.4
13104.15,1.51,1.52
13106.15,1.51,1.53
13108.15,1.57,1.48
13110.15,1.55,1.14
13112.15,1.49,1.03
13114.15,1.4,1.22
13116.15,1.31,1.2
13118.15,1.28,1.05
13120.15,1.36,0.91
13122.15,1.42,1.32
13123.15,1.45,1.46
13125.15,1.45,1.31
13127.15,1.45,1.22
13129.15,1.43,1.29
13131.15,1.43,1.4
13133.15,1.37,1.23
13135.15,1.34,1.17
13137.15,1.36,1.2
13139.15,1.43,1.3
13142.15,1.47,1.49
13144.15,1.49,1.48
13146.15,1.49,1.29
13148.15,1.5,1.16
13150.15,1.51,0.94
13152.15,1.46,0.75
13154.15,1.42,0.76
13156.15,1.35,1.05
