time,ch1,ch2
7101.0,1.21,1.38
7103.0,1.22,1.34
7105.0,1.27,1.14
7107.0,1.35,0.93
7109.0,1.38,0.89
7111.0,1.43,0.87
7113.0,1.45,0.94
7115.0,1.39,1.17
7117.0,1.32,1.14
7119.0,1.34,0.9
7121.0,1.44,0.7
7123.0,1.41,0.34
7126.0,1.47,0.44
7128.0,1.5,0.54
7130.0,1.52,0.73
7131.0,1.55,0.71
7133.0,1.58,0.6
7135.0,1.57,0.71
7137.0,1.44,0.89
7139.0,1.43,1.06
7141.0,1.39,0.98
7143.0,1.43,0.81
7145.0,1.52,0.65
7147.0,1.51,0.4
7149.0,1.49,0.44
7151.0,1.45,0.58
7153.0,1.52,0.85
7155.0,1.45,0.9
7157.0,1.33,0.85
7159.0,1.3,0.86
7161.0,1.32,0.77
7163.0,1.39,0.77
7165.0,1.47,0.8
7168.0,1.43,0.87
7170.0,1.35,1.09
7172.0,1.46,1.11
7174.0,1.53,1.27
7175.0,1.54,1.47
7177.0,1.43,1.46
7179.0,1.45,1.61
7181.0,1.37,1.56
7183.0,1.36,1.45
7185.0,1.47,1.28
7187.0,1.49,1.04
7189.0,1.51,1.16
7191.0,1.57,1.23
7193.0,1.53,1.17
7195.0,1.5,1.26
7197.0,1.36,1.42
7199.0,1.31,1.43
7201.0,1.34,1.54
7203.0,1.41,1.68
7205.0,1.52,1.56
7207.0,1.52,1.58
7209.0,1.49,1.72
7212.0,1.57,1.82
7214.0,1.6,2.06
7216.0,1.51,2.2
7218.0,1.37,2.44
7219.0,1.36,2.72
7221.0,1.42,2.73
7223.0,1.46,2.52
7225.0,1.47,2.31
7227.0,1.36,2.1
7229.0,1.3,2.04
7231.0,1.39,2.0
7233.0,1.35,1.88
7235.0,1.33,2.0
7237.0,1.23,1.89
7239.0,1.28,2.17
7241.0,1.28,2.01
7243.0,1.35,1.39
7245.0,1.45,1.23
7247.0,1.46,0.98
7249.0,1.39,0.95
7251.0,1.49,1.05
7254.0,1.46,1.17
7256.0,1.39,1.12
7258.0,1.27,1.22
7260.0,1.29,1.34
7262.0,1.27,1.37
7263.0,1.35,1.12
7265.0,1.45,0.88
7267.0,1.45,0.94
7269.0,1.51,1.07
7271.0,1.48,1.19
7273.0,1.48,1.38
7275.0,1.46,1.48
7277.0,1.31,1.56
7279.0,1.27,1.63
7281.0,1.26,1.49
7283.0,1.35,1.35
7285.0,1.46,1.25
7287.0,1.5,1.21
7289.0,1.48,1.28
7291.0,1.47,1.34
7293.0,1.45,1.43
7296.0,1.41,1.63
7298.0,1.3,1.9
7300.0,1.32,1.99
7302.0,1.27,1.77
7304.0,1.38,1.67
7306.0,1.49,1.71
7307.0,1.5,1.73
7309.0,1.52,1.78
7311.0,1.55,1.95
7313.0,1.49,2.03
7315.0,1.45,2.04
7317.0,1.34,2.06
7319.0,1.32,2.26
7321.0,1.34,2.15
7323.0,1.47,1.89
7325.0,1.55,1.77
7327.0,1.55,1.73
7329.0,1.48,1.8
7331.0,1.6,1.84
7333.0,1.65,1.84
7335.0,1.63,2.2
7337.0,1.51,2.13
7340.0,1.47,2.0
7342.0,1.47,1.85
7344.0,1.52,1.73
7346.0,1.55,1.56
7348.0,1.55,1.35
7350.0,1.55,1.22
7351.0,1.56,1.1
7353.0,1.5,1.14
7355.0,1.46,1.24
7357.0,1.3,1.28
7359.0,1.29,1.32
7361.0,1.28,1.24
7363.0,1.37,1.1
7365.0,1.45,0.99
7367.0,1.43,0.97
7369.0,1.39,1.08
7371.0,1.39,1.13
7373.0,1.46,1.32
7375.0,1.44,1.44
7377.0,1.34,1.45
7379.0,1.33,1.51
7382.0,1.35,1.47
7384.0,1.4,1.45
7386.0,1.51,1.5
7388.0,1.51,1.49
7390.0,1.52,1.63
7392.0,1.51,1.7
7393.0,1.47,1.72
7395.0,1.45,1.77
7397.0,1.3,1.8
7399.0,1.32,1.94
7401.0,1.36,1.9
7403.0,1.44,1.71
7405.0,1.46,1.45
7407.0,1.45,1.38
7409.0,1.48,1.58
7411.0,1.47,1.72
7413.0,1.46,1.58
7415.0,1.43,1.34
7417.0,1.28,1.31
7419.0,1.3,1.32
7421.0,1.3,1.18
7424.0,1.39,1.04
7426.0,1.51,1.08
7428.0,1.52,1.06
7430.0,1.56,1.31
7432.0,1.61,1.54
7434.0,1.61,1.63
7436.0,1.5,1.62
7438.0,1.41,1.58
7439.0,1.4,1.58
7441.0,1.39,1.36
7443.0,1.45,1.15
7445.0,1.49,1.1
7447.0,1.51,1.03
7449.0,1.58,1.14
7451.0,1.58,1.25
7453.0,1.55,1.32
7455.0,1.52,1.26
7457.0,1.41,1.5
7459.0,1.4,1.94
7461.0,1.39,2.07
7463.0,1.48,2.03
7465.0,1.55,1.73
7468.0,1.58,1.56
7470.0,1.62,1.64
7472.0,1.68,1.64
7474.0,1.6,1.65
7476.0,1.55,1.68
7478.0,1.43,1.53
7480.0,1.45,1.53
7482.0,1.44,1.54
7483.0,1.52,1.47
7485.0,1.62,1.5
7487.0,1.61,1.58
7489.0,1.65,1.72
7491.0,1.64,1.95
7493.0,1.61,2.06
7495.0,1.51,2.12
7497.0,1.39,2.26
7499.0,1.42,2.26
7501.0,1.43,2.14
7503.0,1.52,2.05
7505.0,1.59,1.96
7507.0,1.56,1.92
7510.0,1.55,2.16
7512.0,1.65,2.36
7514.0,1.65,2.38
7516.0,1.58,2.3
7518.0,1.45,2.42
7520.0,1.46,2.68
7522.0,1.45,2.52
7524.0,1.53,2.33
7526.0,1.63,2.2
7527.0,1.58,2.13
7529.0,1.55,2.2
7531.0,1.59,2.24
7533.0,1.54,2.29
7535.0,1.5,2.37
7537.0,1.41,2.48
7539.0,1.48,2.6
7541.0,1.43,2.63
7543.0,1.46,2.6
7545.0,1.54,2.51
7547.0,1.56,2.4
7549.0,1.57,2.29
7552.0,1.62,2.34
7554.0,1.62,2.32
7556.0,1.55,2.32
7558.0,1.44,2.32
7560.0,1.48,2.28
7562.0,1.47,2.17
7564.0,1.53,2.21
7566.0,1.6,2.16
7568.0,1.57,2.13
7569.0,1.55,2.15
7571.0,1.54,2.09
7573.0,1.46,1.96
7575.0,1.45,1.99
7577.0,1.27,1.93
7579.0,1.25,1.9
7581.0,1.25,1.71
7583.0,1.34,1.46
7585.0,1.36,1.1
7587.0,1.4,1.05
7589.0,1.4,1.14
7591.0,1.46,1.25
7593.0,1.44,1.42
7596.0,1.38,1.58
7598.0,1.27,1.59
7600.0,1.26,1.67
7602.0,1.26,1.64
7604.0,1.36,1.55
7606.0,1.38,1.29
7608.0,1.36,1.25
7610.0,1.43,1.49
7612.0,1.45,1.5
7613.0,1.43,1.48
7615.0,1.43,1.62
7617.0,1.27,1.69
7619.0,1.31,1.73
7621.0,1.38,1.52
7623.0,1.45,1.27
7625.0,1.49,1.12
7627.0,1.5,1.23
7629.0,1.53,1.17
7631.0,1.56,1.13
7633.0,1.58,1.12
7635.0,1.52,1.17
7638.0,1.39,1.15
7640.0,1.37,1.16
7642.0,1.35,1.13
7644.0,1.42,1.12
7646.0,1.49,1.01
7648.0,1.55,0.92
7650.0,1.58,1.04
7652.0,1.64,1.29
7654.0,1.56,1.43
7656.0,1.53,1.5
7657.0,1.43,1.42
7659.0,1.43,1.42
7661.0,1.45,1.32
7663.0,1.49,1.14
7665.0,1.57,0.93
7667.0,1.51,0.84
7669.0,1.54,0.75
7671.0,1.46,0.59
7673.0,1.48,0.89
7675.0,1.44,1.02
7677.0,1.32,0.98
7680.0,1.33,0.89
7682.0,1.34,0.65
7684.0,1.41,0.5
7686.0,1.48,0.57
7688.0,1.45,0.59
7690.0,1.46,0.51
7692.0,1.55,0.51
7694.0,1.5,0.59
7696.0,1.4,0.64
7698.0,1.29,0.69
7700.0,1.29,0.73
7701.0,1.29,0.54
7703.0,1.37,0.98
7705.0,1.54,1.12
7707.0,1.53,0.8
7709.0,1.55,0.65
7711.0,1.59,0.65
7713.0,1.57,0.64
7715.0,1.49,0.86
7717.0,1.39,0.84
7719.0,1.43,0.94
7721.0,1.43,0.6
7724.0,1.46,0.37
7726.0,1.55,0.34
7728.0,1.55,0.37
7730.0,1.52,0.45
7732.0,1.51,0.64
7734.0,1.56,1.12
7736.0,1.44,1.3
7738.0,1.34,1.42
7740.0,1.37,1.55
7742.0,1.41,1.38
7744.0,1.5,1.5
7745.0,1.57,1.63
7747.0,1.58,1.65
7749.0,1.61,1.69
7751.0,1.58,1.66
7753.0,1.53,1.68
7755.0,1.47,1.69
7757.0,1.42,1.75
7759.0,1.45,1.61
7761.0,1.52,1.4
7763.0,1.63,1.34
7766.0,1.69,1.38
7768.0,1.75,1.33
7770.0,1.85,1.3
7772.0,1.85,1.58
7774.0,1.79,1.48
7776.0,1.75,1.1
7778.0,1.58,0.91
7780.0,1.55,1.5
7782.0,1.56,1.77
7784.0,1.6,1.73
7786.0,1.64,1.61
7788.0,1.62,1.42
7789.0,1.64,1.4
7791.0,1.67,1.5
7793.0,1.63,1.32
7795.0,1.53,1.14
7797.0,1.35,0.81
7799.0,1.32,0.6
7801.0,1.41,0.37
7803.0,1.56,0.62
7805.0,1.5,0.61
7808.0,1.47,0.72
7810.0,1.46,0.65
7812.0,1.45,0.42
7814.0,1.34,0.31
7816.0,1.28,0.67
7818.0,1.2,0.94
7820.0,1.21,1.16
7822.0,1.27,1.16
7824.0,1.34,1.26
7826.0,1.42,1.26
7828.0,1.43,1.14
7830.0,1.45,0.93
7832.0,1.49,0.94
7833.0,1.48,0.99
7835.0,1.44,1.27
7837.0,1.32,1.39
7839.0,1.32,1.39
7841.0,1.32,1.29
7843.0,1.39,1.08
7845.0,1.43,0.92
7847.0,1.42,0.92
7849.0,1.49,0.92
7852.0,1.51,0.87
7854.0,1.48,1.17
7856.0,1.39,1.3
7858.0,1.35,1.27
7860.0,1.44,1.33
7862.0,1.51,1.32
7864.0,1.54,1.32
7866.0,1.56,1.72
7868.0,1.48,2.06
7870.0,1.5,2.1
7872.0,1.55,2.08
7874.0,1.56,2.1
7875.0,1.49,2.05
7877.0,1.4,1.85
7879.0,1.45,1.48
7881.0,1.43,1.75
7883.0,1.49,1.59
7885.0,1.61,1.32
7887.0,1.62,1.3
7889.0,1.68,1.41
7891.0,1.65,1.38
7894.0,1.6,1.38
7896.0,1.53,1.07
7898.0,1.41,0.98
7900.0,1.41,1.01
7902.0,1.37,0.99
7904.0,1.43,0.94
7906.0,1.54,0.85
7908.0,1.55,0.91
7910.0,1.55,1.03
7912.0,1.53,1.31
7914.0,1.52,1.36
7916.0,1.47,1.35
7918.0,1.41,1.19
7919.0,1.37,1.27
7921.0,1.35,1.38
7923.0,1.4,1.28
7925.0,1.44,1.37
7927.0,1.37,1.53
7929.0,1.39,1.85
7931.0,1.42,2.15
7933.0,1.35,2.3
7936.0,1.26,2.26
7938.0,1.15,2.09
7940.0,1.18,2.03
7942.0,1.22,2.22
7944.0,1.33,1.95
7946.0,1.44,1.74
7948.0,1.42,1.75
7950.0,1.43,1.84
7952.0,1.45,2.35
7954.0,1.39,2.5
7956.0,1.34,2.63
7958.0,1.25,2.82
7960.0,1.25,2.57
7962.0,1.25,2.14
7963.0,1.39,2.15
7965.0,1.51,2.22
7967.0,1.54,2.25
7969.0,1.51,2.32
7971.0,1.49,2.26
7973.0,1.45,2.15
7975.0,1.4,2.16
7977.0,1.32,2.21
7980.0,1.32,2.17
7982.0,1.39,2.07
7984.0,1.44,2.1
7986.0,1.51,2.23
7988.0,1.52,2.43
7990.0,1.5,2.37
7992.0,1.48,2.24
7994.0,1.48,2.34
7996.0,1.4,2.42
7998.0,1.32,2.42
8000.0,1.33,2.51
8002.0,1.4,2.49
8004.0,1.54,2.43
8006.0,1.55,2.14
8007.0,1.54,2.04
8009.0,1.53,2.25
8011.0,1.53,2.7
8013.0,1.47,2.62
8015.0,1.38,2.46
8017.0,1.3,2.33
8019.0,1.29,2.1
8022.0,1.28,2.0
8024.0,1.37,1.96
8026.0,1.47,1.78
8028.0,1.51,1.67
8030.0,1.57,1.73
8032.0,1.62,1.96
8034.0,1.56,2.02
8036.0,1.46,2.02
8038.0,1.38,1.97
8040.0,1.35,1.94
8042.0,1.31,1.87
8044.0,1.39,2.06
8046.0,1.51,2.04
8048.0,1.5,1.92
8049.0,1.48,1.76
8051.0,1.45,1.51
8053.0,1.38,1.35
8055.0,1.33,1.4
8057.0,1.26,1.41
8059.0,1.28,1.42
8061.0,1.31,1.39
8064.0,1.34,1.46
8066.0,1.36,1.41
8068.0,1.36,1.44
8070.0,1.35,1.58
8072.0,1.34,1.65
8074.0,1.34,1.57
8076.0,1.3,1.4
8078.0,1.22,1.15
8080.0,1.26,1.14
8082.0,1.33,1.21
8084.0,1.41,1.29
8086.0,1.49,1.25
8088.0,1.52,1.31
8090.0,1.53,1.4
8092.0,1.56,1.37
8093.0,1.56,1.25
8095.0,1.49,1.03
8097.0,1.42,0.74
8099.0,1.38,0.6
8101.0,1.42,0.51
8103.0,1.52,0.34
8105.0,1.55,0.0
8108.0,1.56,0.0
8110.0,1.57,0.0
8112.0,1.52,0.0
8114.0,1.49,0.0
8116.0,1.35,0.0
8118.0,1.27,0.0
8120.0,1.23,0.05
8122.0,1.3,0.0
8124.0,1.33,0.0
8126.0,1.39,0.0
8128.0,1.33,0.0
8130.0,1.34,0.06
8132.0,1.44,0.36
8134.0,1.44,0.62
8135.0,1.34,0.68
8137.0,1.29,0.85
8139.0,1.3,0.97
8141.0,1.38,1.06
8143.0,1.5,0.96
8145.0,1.53,0.88
8147.0,1.51,1.09
8150.0,1.52,1.21
8152.0,1.51,1.27
8154.0,1.44,1.39
8156.0,1.33,1.4
8158.0,1.27,1.42
8160.0,1.33,1.52
8162.0,1.39,1.71
8164.0,1.43,1.61
8166.0,1.49,1.55
8168.0,1.54,1.76
8170.0,1.53,2.07
8172.0,1.52,2.08
8174.0,1.5,2.0
8176.0,1.38,1.98
8178.0,1.29,1.97
8179.0,1.29,1.9
8181.0,1.28,1.77
8183.0,1.44,1.71
8185.0,1.5,1.43
8187.0,1.52,1.59
8189.0,1.55,1.79
8192.0,1.5,1.76
8194.0,1.45,1.76
8196.0,1.33,1.61
8198.0,1.27,1.31
8200.0,1.3,1.19
8202.0,1.37,1.14
8204.0,1.42,1.02
8206.0,1.43,0.81
8208.0,1.39,0.8
8210.0,1.41,0.85
8212.0,1.46,0.95
8214.0,1.43,1.11
8216.0,1.34,1.58
8218.0,1.3,1.8
8220.0,1.24,1.87
8222.0,1.26,1.89
8223.0,1.39,1.82
8225.0,1.48,1.64
8227.0,1.51,1.72
8229.0,1.55,1.65
8231.0,1.53,1.68
8233.0,1.51,1.88
8236.0,1.43,2.01
8238.0,1.37,2.07
8240.0,1.36,2.14
8242.0,1.45,2.11
8244.0,1.5,1.99
8246.0,1.55,1.81
8248.0,1.55,1.77
8250.0,1.53,1.92
8252.0,1.54,2.05
8254.0,1.52,2.08
8256.0,1.37,2.01
8258.0,1.26,2.03
8260.0,1.23,2.15
8262.0,1.26,2.0
8264.0,1.41,1.83
8265.0,1.45,1.63
8267.0,1.42,1.76
8269.0,1.45,1.88
8271.0,1.42,1.82
8273.0,1.36,1.86
8275.0,1.27,1.87
8278.0,1.21,1.7
8280.0,1.19,1.56
8282.0,1.28,1.57
8284.0,1.39,1.63
8286.0,1.47,1.43
8288.0,1.47,1.36
8290.0,1.48,1.45
8292.0,1.48,1.48
8294.0,1.46,1.43
8296.0,1.33,1.34
8298.0,1.3,1.24
8300.0,1.25,1.18
8302.0,1.31,1.14
8304.0,1.42,1.16
8306.0,1.47,1.12
8308.0,1.5,1.23
8309.0,1.52,1.25
8311.0,1.5,1.3
8313.0,1.43,1.41
8315.0,1.31,1.68
8317.0,1.25,1.76
8320.0,1.26,1.68
8322.0,1.35,1.53
8324.0,1.4,1.37
8326.0,1.41,1.26
8328.0,1.38,1.26
8330.0,1.44,1.18
8332.0,1.45,1.01
8334.0,1.51,1.21
8336.0,1.38,1.42
8338.0,1.3,1.71
8340.0,1.31,1.81
8342.0,1.39,1.75
8344.0,1.48,1.64
8346.0,1.54,1.54
8348.0,1.51,1.48
8350.0,1.55,1.5
8352.0,1.59,1.5
8353.0,1.53,1.47
8355.0,1.39,1.54
8357.0,1.35,1.58
8359.0,1.38,1.58
8361.0,1.45,1.61
8364.0,1.54,1.58
8366.0,1.61,1.44
8368.0,1.63,1.55
8370.0,1.65,1.85
8372.0,1.58,1.9
8374.0,1.61,2.04
8376.0,1.45,2.02
8378.0,1.39,1.79
8380.0,1.4,1.62
8382.0,1.4,1.52
8384.0,1.49,1.29
8386.0,1.55,1.0
8388.0,1.56,0.95
8390.0,1.61,1.06
8392.0,1.64,1.23
8394.0,1.57,1.27
8395.0,1.46,1.23
8397.0,1.39,1.26
8399.0,1.39,1.29
8401.0,1.49,1.15
8403.0,1.56,0.96
8406.0,1.59,0.74
8408.0,1.59,0.7
8410.0,1.59,0.65
8412.0,1.59,0.6
8414.0,1.48,0.66
8416.0,1.36,0.8
8418.0,1.37,0.84
8420.0,1.41,0.83
8422.0,1.44,0.74
8424.0,1.54,0.61
8426.0,1.53,0.45
8428.0,1.53,0.5
8430.0,1.55,0.63
8432.0,1.61,0.78
8434.0,1.54,0.65
8436.0,1.39,0.51
8438.0,1.36,0.61
8439.0,1.37,0.73
8441.0,1.36,0.68
8443.0,1.45,0.62
8445.0,1.54,0.52
8448.0,1.51,0.57
8450.0,1.52,0.7
8452.0,1.48,0.87
8454.0,1.46,0.9
8456.0,1.4,0.92
8458.0,1.35,0.95
8460.0,1.35,0.91
8462.0,1.41,0.87
8464.0,1.49,0.85
8466.0,1.5,0.92
8468.0,1.54,0.91
8470.0,1.54,1.05
8472.0,1.53,1.08
8474.0,1.45,1.05
8476.0,1.33,1.24
8478.0,1.3,1.27
8480.0,1.26,1.2
8481.0,1.35,1.22
8483.0,1.43,1.29
8485.0,1.48,1.39
8487.0,1.48,1.62
8489.0,1.59,1.83
8492.0,1.54,1.92
8494.0,1.47,1.81
8496.0,1.42,1.84
8498.0,1.4,2.0
8500.0,1.38,2.1
8502.0,1.41,2.08
8504.0,1.5,1.9
8506.0,1.51,1.6
8508.0,1.54,1.66
8510.0,1.52,1.74
8512.0,1.47,1.84
8514.0,1.39,1.93
8516.0,1.3,1.96
8518.0,1.29,1.88
8520.0,1.31,1.82
8522.0,1.39,1.74
8524.0,1.5,1.73
8525.0,1.52,1.56
8527.0,1.44,1.41
8529.0,1.54,1.56
8531.0,1.52,1.73
8534.0,1.5,1.76
8536.0,1.43,1.71
8538.0,1.43,1.67
8540.0,1.4,1.72
8542.0,1.41,1.6
8544.0,1.56,1.37
8546.0,1.58,1.25
8548.0,1.52,1.35
8550.0,1.58,1.45
8552.0,1.53,1.59
8554.0,1.45,1.56
8556.0,1.31,1.55
8558.0,1.27,1.38
8560.0,1.28,1.33
8562.0,1.33,1.35
8564.0,1.4,1.27
8566.0,1.46,1.43
8567.0,1.45,1.54
8569.0,1.48,1.45
8571.0,1.45,1.35
8573.0,1.44,1.37
8576.0,1.3,1.38
8578.0,1.29,1.6
8580.0,1.31,1.57
8582.0,1.35,1.4
8584.0,1.42,1.35
8586.0,1.47,1.47
8588.0,1.52,1.69
8590.0,1.57,1.61
8592.0,1.54,1.36
8594.0,1.5,1.38
8596.0,1.33,1.63
8598.0,1.25,1.49
8600.0,1.26,1.34
8602.0,1.34,1.04
8604.0,1.39,0.97
8606.0,1.45,1.05
8608.0,1.47,1.02
8610.0,1.42,1.1
8611.0,1.43,1.29
8613.0,1.48,1.15
8615.0,1.41,1.03
8617.0,1.43,1.06
8620.0,1.39,1.23
8622.0,1.39,1.3
8624.0,1.48,1.26
8626.0,1.53,1.4
8628.0,1.51,1.62
8630.0,1.53,1.69
8632.0,1.51,1.61
8634.0,1.5,1.45
8636.0,1.39,1.47
8638.0,1.39,1.4
8640.0,1.4,1.37
8642.0,1.48,1.45
8644.0,1.55,1.45
8646.0,1.54,1.35
8648.0,1.61,1.42
8650.0,1.64,1.51
8652.0,1.67,1.88
8654.0,1.64,2.2
8655.0,1.48,2.27
8657.0,1.45,2.07
8659.0,1.4,1.99
8662.0,1.45,2.26
8664.0,1.6,2.43
8666.0,1.62,2.35
8668.0,1.55,2.28
8670.0,1.59,2.3
8672.0,1.6,2.45
8674.0,1.54,2.72
8676.0,1.41,2.91
8678.0,1.39,2.7
8680.0,1.36,2.67
8682.0,1.45,2.5
8684.0,1.49,2.41
8686.0,1.51,2.41
8688.0,1.52,2.47
8690.0,1.59,2.56
8692.0,1.6,2.89
8694.0,1.52,2.9
8696.0,1.38,2.97
8697.0,1.4,3.01
8699.0,1.42,2.93
8701.0,1.49,2.78
8704.0,1.64,2.39
8706.0,1.6,2.07
8708.0,1.56,2.06
8710.0,1.6,1.99
8712.0,1.62,2.15
8714.0,1.6,2.41
8716.0,1.53,2.08
8718.0,1.49,1.81
8720.0,1.54,1.75
8722.0,1.59,1.62
8724.0,1.68,2.02
8726.0,1.67,1.98
8728.0,1.69,1.85
8730.0,1.7,1.85
8732.0,1.63,1.79
8734.0,1.52,1.48
8736.0,1.38,1.27
8738.0,1.42,0.95
8740.0,1.4,0.82
8741.0,1.46,0.82
8743.0,1.57,0.56
8745.0,1.6,0.43
8748.0,1.51,0.35
8750.0,1.64,0.93
8752.0,1.59,1.3
8754.0,1.54,1.14
8756.0,1.42,0.82
8758.0,1.41,0.58
8760.0,1.4,0.37
8762.0,1.49,0.19
8764.0,1.57,0.07
8766.0,1.56,0.0
8768.0,1.59,0.0
8770.0,1.54,0.16
8772.0,1.47,0.72
8774.0,1.44,0.8
8776.0,1.31,1.57
8778.0,1.34,2.37
8780.0,1.32,2.27
8782.0,1.38,2.58
8784.0,1.5,2.25
8785.0,1.49,1.84
8787.0,1.49,2.03
8790.0,1.53,2.54
8792.0,1.5,2.45
8794.0,1.44,2.09
8796.0,1.35,1.7
8798.0,1.33,1.12
8800.0,1.28,0.19
8802.0,1.3,0.0
8804.0,1.4,0.0
8806.0,1.43,0.0
8808.0,1.49,0.0
8810.0,1.49,0.0
8812.0,1.41,0.0
8814.0,1.41,0.0
8816.0,1.31,0.0
8818.0,1.33,0.0
8820.0,1.32,0.0
8822.0,1.42,0.0
8824.0,1.56,0.0
8826.0,1.55,0.05
8828.0,1.54,0.19
8829.0,1.5,0.33
8832.0,1.49,0.44
8834.0,1.48,0.55
8836.0,1.36,0.7
8838.0,1.34,0.86
8840.0,1.33,0.9
8842.0,1.43,0.95
8844.0,1.47,1.04
8846.0,1.5,1.87
8848.0,1.54,2.12
8850.0,1.55,2.46
8852.0,1.5,2.83
8854.0,1.43,3.01
8856.0,1.31,3.3
8858.0,1.34,3.3
8860.0,1.38,3.3
8862.0,1.46,3.3
8864.0,1.48,3.3
8866.0,1.45,3.3
8868.0,1.46,3.3
8870.0,1.4,3.3
8871.0,1.39,3.3
8873.0,1.39,3.23
8876.0,1.28,2.66
8878.0,1.29,2.27
8880.0,1.29,1.96
8882.0,1.4,1.65
8884.0,1.59,1.41
8886.0,1.66,1.33
8888.0,1.71,1.84
8890.0,1.74,2.23
8892.0,1.71,2.6
8894.0,1.64,2.69
8896.0,1.48,2.54
8898.0,1.48,2.32
8900.0,1.47,2.21
8902.0,1.55,2.28
8904.0,1.6,2.14
8906.0,1.56,2.12
8908.0,1.62,3.2
8910.0,1.55,3.3
8912.0,1.5,3.26
8914.0,1.44,3.04
8915.0,1.29,2.75
8918.0,1.3,2.45
8920.0,1.29,2.16
8922.0,1.38,2.1
8924.0,1.48,2.08
8926.0,1.46,1.88
8928.0,1.43,1.65
8930.0,1.51,1.83
8932.0,1.51,2.02
8934.0,1.43,2.31
8936.0,1.32,2.42
8938.0,1.35,2.44
8940.0,1.3,2.37
8942.0,1.34,2.29
8944.0,1.48,2.04
8946.0,1.46,2.0
8948.0,1.46,2.03
8950.0,1.45,2.03
8952.0,1.44,1.95
8954.0,1.4,1.8
8956.0,1.29,1.53
8958.0,1.35,1.26
8960.0,1.3,1.36
8962.0,1.4,1.26
8964.0,1.5,0.81
8966.0,1.53,0.39
8968.0,1.51,0.4
8970.0,1.56,0.86
8972.0,1.58,0.9
8974.0,1.53,1.15
8976.0,1.39,2.13
8978.0,1.39,2.66
8980.0,1.35,2.79
8982.0,1.41,2.86
8984.0,1.49,2.76
8986.0,1.47,2.62
8988.0,1.49,2.61
8990.0,1.55,2.67
8992.0,1.52,2.7
8994.0,1.5,2.65
8996.0,1.37,2.46
8998.0,1.38,2.36
9000.0,1.35,2.1
9001.0,1.43,1.73
9004.0,1.52,1.37
9006.0,1.54,1.05
9008.0,1.57,1.18
9010.0,1.58,1.33
9012.0,1.5,1.53
9014.0,1.47,1.56
9016.0,1.31,1.44
9018.0,1.31,1.43
9020.0,1.33,1.48
9022.0,1.4,1.74
9024.0,1.45,1.73
9026.0,1.43,1.54
9028.0,1.45,1.64
9030.0,1.53,1.73
9032.0,1.48,1.61
9034.0,1.43,1.55
9036.0,1.3,1.57
9038.0,1.27,1.54
9040.0,1.23,1.53
9042.0,1.33,1.56
9044.0,1.38,1.44
9046.0,1.4,1.43
9048.0,1.43,1.65
9050.0,1.48,1.85
9052.0,1.5,1.64
9054.0,1.45,1.55
9056.0,1.34,1.48
9058.0,1.33,1.35
9060.0,1.35,1.2
9062.0,1.39,1.12
9064.0,1.48,1.01
9066.0,1.46,0.75
9068.0,1.5,0.53
9070.0,1.47,0.3
9072.0,1.43,0.26
9074.0,1.44,0.32
9076.0,1.32,0.24
9078.0,1.3,0.45
9080.0,1.34,0.4
9082.0,1.43,0.56
9084.0,1.48,0.85
9086.0,1.46,1.1
9089.0,1.57,1.23
9090.0,1.54,1.26
9092.0,1.5,1.3
9094.0,1.48,1.5
9096.0,1.29,1.61
9098.0,1.3,1.57
9100.0,1.3,1.33
9102.0,1.36,1.09
9104.0,1.45,1.0
9106.0,1.46,1.02
9108.0,1.52,1.22
9110.0,1.53,1.39
9112.0,1.56,1.53
9114.0,1.45,1.47
9116.0,1.31,1.38
9118.0,1.33,1.45
9120.0,1.31,1.37
9122.0,1.4,1.45
9124.0,1.51,1.53
9126.0,1.49,1.58
9128.0,1.51,1.61
9131.0,1.54,1.45
9133.0,1.53,1.22
9134.0,1.46,1.14
9136.0,1.31,1.0
9138.0,1.31,1.15
9140.0,1.24,1.07
9142.0,1.25,0.91
9144.0,1.36,0.8
9146.0,1.37,0.75
9148.0,1.41,0.76
9150.0,1.47,0.72
9152.0,1.44,0.84
9154.0,1.4,0.89
9156.0,1.3,0.95
9158.0,1.32,0.99
9160.0,1.27,0.67
9162.0,1.32,0.46
9164.0,1.43,0.26
9166.0,1.45,0.26
9168.0,1.47,0.25
9170.0,1.51,0.07
9172.0,1.54,0.0
9175.0,1.49,0.0
9177.0,1.31,0.0
9178.0,1.26,0.0
9180.0,1.25,0.0
9182.0,1.33,0.0
9184.0,1.43,0.0
9186.0,1.44,0.0
9188.0,1.4,0.0
9190.0,1.45,0.0
9192.0,1.35,0.0
9194.0,1.31,0.0
9196.0,1.21,0.0
9198.0,1.22,0.0
9200.0,1.26,0.0
9202.0,1.37,0.0
9204.0,1.5,0.0
9206.0,1.51,0.0
9208.0,1.51,0.0
9210.0,1.55,0.31
9212.0,1.48,0.6
9214.0,1.39,0.57
9217.0,1.26,0.52
9219.0,1.32,0.59
9221.0,1.33,0.49
9222.0,1.41,0.45
9224.0,1.5,0.55
9226.0,1.47,0.72
9228.0,1.51,0.94
9230.0,1.47,0.97
9232.0,1.46,0.89
9234.0,1.4,0.86
9236.0,1.26,0.96
9238.0,1.26,0.96
9240.0,1.29,0.93
9242.0,1.4,1.1
9244.0,1.47,1.25
9246.0,1.47,1.4
9248.0,1.49,1.53
9250.0,1.48,1.75
9252.0,1.47,1.98
