time,ch3
3074.74,2.58
3076.74,2.58
3078.74,2.58
3080.74,2.58
3082.74,2.58
3084.74,2.57
3086.74,2.56
3088.74,2.55
3090.74,2.53
3092.74,2.53
3094.74,2.52
3096.74,2.51
3098.74,2.5
3100.74,2.49
3102.74,2.48
3104.74,2.47
3105.74,2.46
3107.74,2.44
3109.74,2.43
3111.74,2.41
3114.74,2.4
3116.74,2.39
3118.74,2.38
3120.74,2.37
3122.74,2.36
3124.74,2.35
3126.74,2.33
3128.74,2.31
3130.74,2.29
3132.74,2.28
3134.74,2.27
3136.74,2.26
3138.74,2.25
3140.74,2.24
3142.74,2.23
3144.74,2.22
3146.74,2.2
3148.74,2.18
3149.74,2.17
3151.74,2.15
3153.74,2.15
3156.74,2.14
3158.74,2.13
3160.74,2.12
3162.74,2.11
3164.74,2.09
3166.74,2.08
3168.74,2.06
3170.74,2.05
3172.74,2.04
3174.74,2.03
3176.74,2.02
3178.74,2.02
3180.74,2.01
3182.74,2.0
3184.74,1.99
3186.74,1.98
3188.74,1.96
3190.74,1.95
3191.74,1.94
3193.74,1.94
3195.74,1.93
3198.74,1.92
3200.74,1.92
3202.74,1.91
3204.74,1.9
3206.74,1.89
3208.74,1.88
3210.74,1.87
3212.74,1.86
3214.74,1.85
3216.74,1.85
3218.74,1.84
