time,ch2
799.0,1.44
801.0,1.4
803.0,1.38
805.0,1.45
807.0,1.59
809.0,1.62
812.0,1.55
814.0,1.49
816.0,1.57
818.0,1.55
820.0,1.45
821.0,1.46
823.0,1.45
825.0,1.49
827.0,1.52
829.0,1.5
831.0,1.52
833.0,1.46
835.0,1.41
837.0,1.5
839.0,1.47
841.0,1.54
843.0,1.5
845.0,1.49
847.0,1.54
849.0,1.62
851.0,1.57
854.0,1.46
856.0,1.53
858.0,1.62
860.0,1.59
862.0,1.6
864.0,1.54
865.0,1.53
867.0,1.62
869.0,1.54
871.0,1.49
873.0,1.49
875.0,1.48
877.0,1.51
879.0,1.55
881.0,1.48
883.0,1.35
885.0,1.32
887.0,1.32
889.0,1.39
891.0,1.53
893.0,1.44
896.0,1.42
898.0,1.51
900.0,1.51
902.0,1.44
904.0,1.4
906.0,1.39
907.0,1.5
909.0,1.49
911.0,1.58
913.0,1.48
915.0,1.57
917.0,1.64
919.0,1.49
921.0,1.39
923.0,1.38
925.0,1.43
927.0,1.5
929.0,1.46
931.0,1.42
933.0,1.36
935.0,1.37
937.0,1.4
940.0,1.42
942.0,1.49
944.0,1.42
946.0,1.41
948.0,1.45
950.0,1.55
951.0,1.52
953.0,1.42
955.0,1.49
957.0,1.49
959.0,1.56
961.0,1.52
963.0,1.38
965.0,1.44
967.0,1.53
969.0,1.51
971.0,1.49
973.0,1.45
975.0,1.48
977.0,1.53
979.0,1.5
982.0,1.48
984.0,1.41
986.0,1.43
988.0,1.39
990.0,1.44
992.0,1.42
993.0,1.3
995.0,1.31
997.0,1.38
999.0,1.46
1001.0,1.41
1003.0,1.35
1005.0,1.44
1007.0,1.46
1009.0,1.47
1011.0,1.51
1013.0,1.36
1015.0,1.45
1017.0,1.52
1019.0,1.38
1021.0,1.38
1024.0,1.29
1026.0,1.26
1028.0,1.32
1030.0,1.23
1032.0,1.29
1034.0,1.27
1036.0,1.35
1037.0,1.3
1039.0,1.39
1041.0,1.42
1043.0,1.4
1045.0,1.35
1047.0,1.47
1049.0,1.47
1051.0,1.4
1053.0,1.4
1055.0,1.39
1057.0,1.47
1059.0,2.19
1061.0,1.92
1063.0,1.6
1065.0,1.49
1068.0,1.44
1070.0,1.43
1072.0,1.51
1074.0,1.48
1076.0,1.37
1078.0,1.44
1079.0,1.41
1081.0,1.44
1083.0,1.4
1085.0,1.36
1087.0,1.37
1089.0,1.45
1091.0,1.58
1093.0,1.47
1095.0,1.54
1097.0,1.59
1099.0,1.56
1101.0,1.45
1103.0,1.41
1105.0,1.39
1107.0,1.42
1110.0,1.45
1112.0,1.41
1114.0,1.35
1116.0,1.43
1118.0,1.32
1120.0,1.28
1122.0,1.17
1123.0,1.09
1125.0,1.05
1127.0,1.12
1129.0,1.19
1131.0,1.27
1133.0,1.12
1135.0,1.12
1137.0,1.17
1139.0,1.29
1141.0,1.29
1143.0,1.32
1145.0,1.35
1147.0,1.42
1149.0,1.36
1152.0,1.38
1154.0,1.29
1156.0,1.37
1158.0,1.45
1160.0,1.44
1162.0,1.35
1164.0,1.3
1165.0,1.36
1167.0,1.42
1169.0,2.09
1171.0,2.1
1173.0,1.7
1175.0,1.56
1177.0,1.49
1179.0,1.38
1181.0,1.31
1183.0,1.21
1185.0,1.23
1187.0,1.26
1189.0,1.44
1191.0,1.34
1193.0,1.26
1196.0,1.32
1198.0,1.31
1200.0,1.34
1202.0,1.3
1204.0,1.21
1206.0,1.34
1208.0,1.37
1209.0,1.43
1211.0,1.14
1213.0,1.02
1215.0,1.11
1217.0,1.15
1219.0,1.18
1221.0,1.19
1223.0,1.24
1225.0,1.4
1227.0,1.38
1229.0,1.42
1231.0,1.46
1233.0,1.4
1235.0,1.46
1238.0,1.49
1240.0,1.55
1242.0,1.63
1244.0,1.55
1246.0,1.56
1248.0,1.61
1250.0,1.72
1251.0,1.67
1253.0,1.58
1255.0,1.68
1257.0,1.8
1259.0,1.71
1261.0,1.78
1263.0,1.7
1265.0,1.75
1267.0,1.83
1269.0,1.72
1271.0,1.67
1273.0,1.55
1275.0,1.6
1277.0,1.61
1280.0,1.69
1282.0,1.7
1284.0,1.56
1286.0,1.52
1288.0,1.56
1290.0,1.55
1292.0,1.63
1294.0,1.52
1295.0,1.53
1297.0,1.54
1299.0,1.59
1301.0,1.34
1303.0,1.29
1305.0,1.33
1307.0,1.44
1309.0,1.46
1311.0,1.51
1313.0,1.43
1315.0,1.48
1317.0,1.52
1319.0,1.44
1321.0,1.47
1324.0,1.47
1326.0,1.6
1328.0,1.66
1330.0,1.66
1332.0,1.66
1334.0,1.56
1336.0,1.56
1337.0,1.48
1339.0,1.51
1341.0,1.55
1343.0,1.41
1345.0,1.42
1347.0,1.56
1349.0,1.77
1351.0,1.79
1353.0,1.72
1355.0,1.84
1357.0,1.87
1359.0,1.78
1361.0,1.79
1363.0,1.64
1366.0,1.68
1368.0,1.72
1370.0,1.68
1372.0,1.61
1374.0,1.55
1376.0,1.66
1378.0,1.62
1380.0,1.64
1381.0,1.62
1383.0,1.52
