time,ch2
1.0,1.47
3.0,1.47
5.0,1.47
7.0,1.47
9.0,1.48
11.0,1.48
13.0,1.48
15.0,1.48
17.0,1.48
19.0,1.48
21.0,1.47
23.0,1.47
25.0,1.47
27.0,1.47
29.0,1.48
31.0,1.48
33.0,1.48
35.0,1.48
37.0,1.48
39.0,1.48
41.0,1.47
44.0,1.47
46.0,1.47
48.0,1.47
49.0,1.48
51.0,1.48
53.0,1.48
55.0,1.48
57.0,1.48
59.0,1.48
61.0,1.47
63.0,1.47
65.0,1.47
67.0,1.48
69.0,1.48
71.0,1.48
73.0,1.48
75.0,1.48
77.0,1.48
79.0,1.48
81.0,1.47
83.0,1.47
86.0,1.47
88.0,1.47
90.0,1.48
92.0,1.48
94.0,1.48
96.0,1.48
97.0,1.48
99.0,1.48
101.0,1.47
103.0,1.47
105.0,1.47
107.0,1.47
109.0,1.48
111.0,1.48
113.0,1.48
115.0,1.48
117.0,1.48
119.0,1.48
121.0,1.47
123.0,1.47
125.0,1.47
128.0,1.47
130.0,1.48
132.0,1.48
134.0,1.48
136.0,1.48
138.0,1.48
139.0,1.48
141.0,1.47
143.0,1.47
145.0,1.47
147.0,1.48
149.0,1.48
151.0,1.48
153.0,1.48
155.0,1.49
157.0,1.48
159.0,1.48
161.0,1.47
163.0,1.47
165.0,1.47
167.0,1.47
169.0,1.48
172.0,1.48
174.0,1.48
176.0,1.48
178.0,1.48
180.0,1.48
182.0,1.47
183.0,1.47
185.0,1.47
187.0,1.47
189.0,1.48
191.0,1.48
193.0,1.48
195.0,1.48
197.0,1.48
199.0,1.48
201.0,1.47
203.0,1.47
205.0,1.47
207.0,1.47
209.0,1.48
211.0,1.48
214.0,1.48
216.0,1.48
218.0,1.48
220.0,1.48
222.0,1.47
224.0,1.47
225.0,1.47
227.0,1.47
229.0,1.48
231.0,1.48
233.0,1.48
235.0,1.48
237.0,1.48
239.0,1.48
241.0,1.47
243.0,1.47
245.0,1.47
247.0,1.47
249.0,1.48
251.0,1.48
253.0,1.48
256.0,1.49
258.0,1.48
260.0,1.48
262.0,1.47
264.0,1.47
266.0,1.47
267.0,1.48
269.0,1.48
271.0,1.48
273.0,1.48
275.0,1.48
277.0,1.48
279.0,1.48
281.0,1.47
283.0,1.47
285.0,1.47
287.0,1.47
289.0,1.48
291.0,1.48
293.0,1.48
295.0,1.48
297.0,1.48
300.0,1.48
302.0,1.47
304.0,1.47
306.0,1.47
308.0,1.47
310.0,1.48
311.0,1.48
313.0,1.48
315.0,1.48
317.0,1.48
319.0,1.48
321.0,1.47
323.0,1.47
325.0,1.47
327.0,1.47
329.0,1.48
331.0,1.48
333.0,1.48
335.0,1.48
337.0,1.48
339.0,1.48
342.0,1.47
344.0,1.47
346.0,1.47
348.0,1.48
350.0,1.48
352.0,1.48
353.0,1.48
355.0,1.48
357.0,1.48
359.0,1.48
361.0,1.47
363.0,1.47
365.0,1.47
367.0,1.48
369.0,1.48
371.0,1.48
373.0,1.48
375.0,1.48
377.0,1.48
379.0,1.48
381.0,1.47
384.0,1.47
386.0,1.47
388.0,1.48
390.0,1.48
392.0,1.48
394.0,1.48
395.0,1.48
397.0,1.48
399.0,1.48
401.0,1.47
403.0,1.47
405.0,1.47
407.0,1.47
409.0,1.48
411.0,1.48
413.0,1.48
415.0,1.48
417.0,1.48
419.0,1.48
421.0,1.47
423.0,1.47
425.0,1.47
428.0,1.48
430.0,1.48
432.0,1.48
434.0,1.48
436.0,1.48
438.0,1.48
439.0,1.48
441.0,1.47
443.0,1.47
445.0,1.47
447.0,1.48
449.0,1.48
451.0,1.48
453.0,1.48
455.0,1.48
457.0,1.48
459.0,1.48
461.0,1.47
463.0,1.47
465.0,1.47
467.0,1.48
470.0,1.48
472.0,1.48
474.0,1.48
476.0,1.48
478.0,1.48
480.0,1.48
481.0,1.47
483.0,1.47
485.0,1.47
487.0,1.48
489.0,1.48
491.0,1.48
493.0,1.48
495.0,1.48
497.0,1.48
499.0,1.48
501.0,1.47
503.0,1.47
505.0,1.47
507.0,1.48
509.0,1.48
512.0,1.48
514.0,1.48
516.0,1.48
518.0,1.48
520.0,1.48
522.0,1.47
524.0,1.47
525.0,1.47
527.0,1.47
529.0,1.48
531.0,1.48
533.0,1.48
535.0,1.48
537.0,1.48
539.0,1.48
541.0,1.47
543.0,1.47
545.0,1.47
547.0,1.48
549.0,1.48
551.0,1.48
553.0,1.48
556.0,1.48
558.0,1.48
560.0,1.48
562.0,1.47
564.0,1.47
566.0,1.47
567.0,1.48
569.0,1.48
571.0,1.48
573.0,1.48
575.0,1.48
577.0,1.48
579.0,1.48
581.0,1.47
583.0,1.47
585.0,1.47
587.0,1.47
589.0,1.48
591.0,1.48
593.0,1.48
595.0,1.48
598.0,1.48
600.0,1.48
602.0,1.47
604.0,1.47
606.0,1.47
608.0,1.47
609.0,1.48
611.0,1.48
613.0,1.48
615.0,1.48
617.0,1.48
619.0,1.48
621.0,1.47
623.0,1.47
625.0,1.47
627.0,1.48
629.0,1.48
631.0,1.48
633.0,1.48
635.0,1.48
637.0,1.48
640.0,1.48
642.0,1.47
644.0,1.47
646.0,1.47
648.0,1.47
650.0,1.48
652.0,1.48
653.0,1.48
655.0,1.48
657.0,1.48
659.0,1.48
661.0,1.47
663.0,1.47
665.0,1.47
667.0,1.48
669.0,1.48
671.0,1.48
673.0,1.48
675.0,1.48
677.0,1.48
679.0,1.48
681.0,1.47
684.0,1.47
686.0,1.47
688.0,1.48
690.0,1.48
692.0,1.48
694.0,1.48
695.0,1.48
697.0,1.48
699.0,1.48
701.0,1.47
703.0,1.47
705.0,1.47
707.0,1.47
709.0,1.48
711.0,1.48
713.0,1.48
715.0,1.48
717.0,1.48
719.0,1.48
721.0,1.47
723.0,1.47
726.0,1.47
728.0,1.47
730.0,1.48
732.0,1.48
734.0,1.48
736.0,1.48
737.0,1.48
739.0,1.48
741.0,1.47
743.0,1.47
745.0,1.47
747.0,1.48
749.0,1.48
751.0,1.48
753.0,1.48
755.0,1.48
757.0,1.48
759.0,1.48
761.0,1.47
763.0,1.47
765.0,1.47
768.0,1.48
770.0,1.48
772.0,1.48
774.0,1.48
776.0,1.48
778.0,1.48
780.0,1.48
781.0,1.47
783.0,1.47
785.0,1.47
787.0,1.48
789.0,1.48
791.0,1.48
793.0,1.48
